"Protein ID","Protein Description (TAIR10)","Gene name","Subcellular localisation marker (known localisation)","PepNumber_Gradient A","PepNumber_Gradient B","misssing_values_Gradient A","misssing_values_Gradient B",A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10
AT3G03640,"Encodes beta-glucosidase (GLUC).","BETA GLUCOSIDASE 25 (BGLU25)"," ",6,7,0,0,0.140491735,0.17050224,0.142017437,0.119701436,0.112027305,0.101556098,0.061194724,0.053284608,0.050139439,0.049084978,0.129815578,0.144242193,0.137126867,0.127015521,0.103390965,0.090296224,0.081387068,0.070631948,0.067120034,0.048973603
AT3G57280,"Transmembrane proteins 14C; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast inner membrane, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0136, Transmembrane (InterPro:IPR005349); BEST Arabidopsis thaliana protein match is: Transmembrane proteins 14C (TAIR:AT3G20510.1); Has 169 Blast hits to 169 proteins in 36 species: Archae - 0; Bacteria - 2; Metazoa - 27; Fungi - 0; Plants - 136; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink)."," "," ",3,3,0,0,0.032132467,0.057879321,0.079081727,0.090541102,0.107691503,0.163906498,0.139151682,0.117366496,0.105331745,0.106917458,0.032524576,0.037750925,0.083082365,0.099032672,0.123453926,0.137521589,0.188740404,0.133024666,0.084147519,0.08072136
AT5G16840,"binding partner of acd11 1 (BPA1); FUNCTIONS IN: oxidoreductase activity, nucleotide binding, nucleic acid binding; INVOLVED IN: oxidation reduction; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Aldo/keto reductase (InterPro:IPR001395), RNA recognition motif, RNP-1 (InterPro:IPR000504), Nucleotide-binding, alpha-beta plait (InterPro:IPR012677); BEST Arabidopsis thaliana protein match is: RNA-binding (RRM/RBD/RNP motifs) family protein (TAIR:AT4G17720.1); Has 439 Blast hits to 439 proteins in 94 species: Archae - 0; Bacteria - 4; Metazoa - 20; Fungi - 117; Plants - 286; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink).","BINDING PARTNER OF ACD11 1 (BPA1)"," ",3,2,0,0,0.053572666,0.086712235,0.099519618,0.097367961,0.09792347,0.106075443,0.101182171,0.135559568,0.099161762,0.122925107,0.063816028,0.072059533,0.107613282,0.115158026,0.110417627,0.1042282,0.123371518,0.096496248,0.11755088,0.089288659
AT4G22340,"cytidinediphosphate diacylglycerol synthase 2 (CDS2); FUNCTIONS IN: phosphatidate cytidylyltransferase activity; LOCATED IN: endomembrane system, membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Phosphatidate cytidylyltransferase (InterPro:IPR000374), Phosphatidate cytidylyltransferase, eukaryota (InterPro:IPR016720); BEST Arabidopsis thaliana protein match is: CDP-diacylglycerol synthase 1 (TAIR:AT1G62430.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).","CYTIDINEDIPHOSPHATE DIACYLGLYCEROL SYNTHASE 2 (CDS2)"," ",3,3,0,0,0.098126479,0.165005397,0.039806396,0.129115797,0.16739781,0.163940347,0.056249768,0.073426446,0.047689219,0.059242342,0.052042842,0.073419681,0.100767831,0.109350901,0.126188255,0.134276921,0.14804116,0.024622858,0.104795244,0.126494307
AT4G08850,"Leucine-rich repeat receptor-like protein kinase family protein; FUNCTIONS IN: kinase activity; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: plasma membrane, membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Serine/threonine-protein kinase domain (InterPro:IPR002290), Leucine-rich repeat-containing N-terminal domain, type 2 (InterPro:IPR013210), Leucine-rich repeat (InterPro:IPR001611), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Protein kinase, catalytic domain (InterPro:IPR000719), Leucine-rich repeat, typical subtype (InterPro:IPR003591), Tyrosine-protein kinase, active site (InterPro:IPR008266), Tyrosine-protein kinase, catalytic domain (InterPro:IPR020635); BEST Arabidopsis thaliana protein match is: Protein kinase family protein with leucine-rich repeat domain (TAIR:AT1G35710.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."," "," ",9,8,0,0,0.132631919,0.138565758,0.125838354,0.115206602,0.095389406,0.096116334,0.079088386,0.072071706,0.081316652,0.063774882,0.097878631,0.10445395,0.094991188,0.095891838,0.088365632,0.069028666,0.16152832,0.133411842,0.064895888,0.089554046
AT5G08300,"Succinyl-CoA ligase, alpha subunit; FUNCTIONS IN: succinate-CoA ligase (GDP-forming) activity, copper ion binding, metal ion binding; INVOLVED IN: response to cadmium ion, metabolic process; LOCATED IN: mitochondrion, cell wall; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Succinyl-CoA ligase, alpha subunit (InterPro:IPR005810), ATP-citrate lyase/succinyl-CoA ligase (InterPro:IPR005811), NAD(P)-binding domain (InterPro:IPR016040), ATP-citrate lyase/succinyl-CoA ligase, active site (InterPro:IPR017440), CoA-binding (InterPro:IPR003781), Succinyl-CoA synthetase-like (InterPro:IPR016102); BEST Arabidopsis thaliana protein match is: Succinyl-CoA ligase, alpha subunit (TAIR:AT5G23250.1); Has 9706 Blast hits to 9705 proteins in 2093 species: Archae - 338; Bacteria - 4848; Metazoa - 444; Fungi - 287; Plants - 143; Viruses - 0; Other Eukaryotes - 3646 (source: NCBI BLink)."," "," ",3,4,0,0,0.037309827,0.031868656,0.049759337,0.075839329,0.092900746,0.119985592,0.130630705,0.14258242,0.170343264,0.148780125,0.042308941,0.040794752,0.051870108,0.064515488,0.067487968,0.08998557,0.208146883,0.13178167,0.147936715,0.155171903
AT2G36850,"Encodes GSL8, a member of the Glucan Synthase-Like (GSL) family believed to be involved in the synthesis of the cell wall component callose.  GSL8 is required for male gametophyte development and plant growth.  Has a role in entry of microspores into mitosis.  Also refer to GSL10 (At3g07160).","GLUCAN SYNTHASE-LIKE 8 (GSL8)"," ",17,14,0,0,0.10146166,0.099134872,0.121372801,0.12181373,0.126300893,0.104295327,0.086479415,0.083141877,0.072228214,0.083771211,0.111618114,0.112207922,0.113330467,0.117184204,0.109118481,0.099611937,0.140963578,0.072511096,0.065096332,0.058357868
AT3G66658,"Encodes a putative aldehyde dehydrogenase. The gene is not responsive to osmotic stress and is expressed constitutively at a low level in plantlets and root cultures.","ALDEHYDE DEHYDROGENASE 22A1 (ALDH22a1)"," ",8,6,0,0,0.148110374,0.094511267,0.137277151,0.126672752,0.09350725,0.062334028,0.0953328,0.100334059,0.023571885,0.118348434,0.1110752,0.12786813,0.137998871,0.12767949,0.113933771,0.100669495,0.055994154,0.07245008,0.111466991,0.040863818
AT1G02500,"encodes a S-adenosylmethionine synthetase. SAM1 is regulated by protein S-nitrosylation. The covalent binding of nitric oxide (NO) to the Cys114 residue inhibits the enzyme activity.","S-ADENOSYLMETHIONINE SYNTHETASE 1 (SAM1)"," ",2,2,0,1,0.030343737,0.025609987,0.040020452,0.038098915,0.058325971,0.140002457,0.151311633,0.173575102,0.158829707,0.183882039,0.044487189,0.04076476,0.056572905,0.080981088,0.130101619,0.172271247,0,0.239135127,0.132429524,0.10325654
AT1G49760,"polyadenylate-binding protein, putative / PABP, putative, similar to poly(A)-binding protein GB:AAF66825 GI:7673359 from (Nicotiana tabacum). Highly and ubiquitously expressed. Member of the class II PABP family.","POLY(A) BINDING PROTEIN 8 (PAB8)"," ",2,2,0,0,0.067229174,0.049928285,0.038382387,0.032632993,0.041746221,0.038621921,0.142615744,0.175518034,0.206287486,0.207037755,0.101903615,0.056252347,0.03826604,0.029238249,0.032704463,0.034816978,0.130935043,0.16345771,0.185696404,0.22672915
AT4G24800,"MA3 domain-containing protein; CONTAINS InterPro DOMAIN/s: Initiation factor eIF-4 gamma, MA3 (InterPro:IPR003891); BEST Arabidopsis thaliana protein match is: MA3 domain-containing protein (TAIR:AT5G63190.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","EIN2 C-TERMINUS INTERACTING PROTEIN 1 (ECIP1)"," ",4,5,0,0,0.052170177,0.031957396,0.074995758,0.036816038,0.055379212,0.067734867,0.154913441,0.167035362,0.174060519,0.18493723,0.06400526,0.043667629,0.042066291,0.056470627,0.068308405,0.061024367,0.167991351,0.18172304,0.159681599,0.155061431
AT5G20920,"protein synthesis initiation factor eIF2 beta","EUKARYOTIC TRANSLATION INITIATION FACTOR 2 BETA SUBUNIT (EIF2 BETA)"," ",3,3,0,0,0.098036519,0.106966133,0.085056836,0.098014909,0.094808221,0.08775222,0.116966285,0.117628256,0.105820311,0.088950309,0.162444187,0.125148917,0.088501215,0.095081273,0.080825053,0.07117632,0.065552284,0.104354949,0.111867681,0.095048122
AT1G62020,"Coatomer, alpha subunit; FUNCTIONS IN: structural molecule activity, transporter activity; INVOLVED IN: intracellular protein transport, vesicle-mediated transport, ER to Golgi vesicle-mediated transport; LOCATED IN: COPI vesicle coat, plasma membrane, CUL4 RING ubiquitin ligase complex, membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: WD40 repeat 2 (InterPro:IPR019782), Coatomer, WD associated region (InterPro:IPR006692), WD40 repeat, conserved site (InterPro:IPR019775), Cytochrome cd1-nitrite reductase-like, C-terminal haem d1 (InterPro:IPR011048), WD40 repeat (InterPro:IPR001680), G-protein beta WD-40 repeat, region (InterPro:IPR020472), WD40 repeat-like-containing domain (InterPro:IPR011046), WD40-repeat-containing domain (InterPro:IPR017986), WD40/YVTN repeat-like-containing domain (InterPro:IPR015943), Coatomer, alpha subunit (InterPro:IPR016391), WD40 repeat, subgroup (InterPro:IPR019781), Coatomer, alpha subunit, C-terminal (InterPro:IPR010714); BEST Arabidopsis thaliana protein match is: Coatomer, alpha subunit (TAIR:AT2G21390.1); Has 77998 Blast hits to 29937 proteins in 781 species: Archae - 58; Bacteria - 8535; Metazoa - 32327; Fungi - 16718; Plants - 10020; Viruses - 0; Other Eukaryotes - 10340 (source: NCBI BLink)."," "," ",4,4,0,0,0.08773755,0.110738427,0.075068493,0.08447704,0.0905148,0.101328211,0.086748148,0.106592189,0.172498147,0.084296994,0.06663971,0.064883983,0.070960877,0.070118611,0.076960337,0.07940327,0.118214986,0.134474295,0.157297627,0.161046304
AT5G25900,"Encodes a member of the CYP701A cytochrome p450 family that is involved in later steps of the gibberellin biosynthetic pathway.","GA REQUIRING 3 (GA3)"," ",11,12,0,0,0.096264195,0.113866566,0.127570955,0.127128712,0.122013242,0.10792595,0.085275748,0.068708276,0.074249582,0.076996774,0.102046163,0.108716495,0.115526715,0.113847954,0.109875944,0.113722426,0.101314913,0.064326234,0.093122076,0.07750108
AT1G72160,"Sec14p-like phosphatidylinositol transfer family protein; FUNCTIONS IN: transporter activity; INVOLVED IN: transport; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cellular retinaldehyde-binding/triple function, C-terminal (InterPro:IPR001251), Cellular retinaldehyde-binding/triple function, N-terminal (InterPro:IPR008273), GOLD (InterPro:IPR009038), Phosphatidylinositol transfer protein-like, N-terminal (InterPro:IPR011074); BEST Arabidopsis thaliana protein match is: SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein (TAIR:AT4G09160.1); Has 4473 Blast hits to 3903 proteins in 364 species: Archae - 35; Bacteria - 264; Metazoa - 1504; Fungi - 917; Plants - 883; Viruses - 13; Other Eukaryotes - 857 (source: NCBI BLink)."," "," ",6,9,0,0,0.054782048,0.067023802,0.050662011,0.059645441,0.058130978,0.063629952,0.161410516,0.16132398,0.155019862,0.168371411,0.058153732,0.064343354,0.051804781,0.063819899,0.062781097,0.06829203,0.129161097,0.134204907,0.145669242,0.221769861
AT5G33320,"Encodes a plastid inner envelope protein PPT (phosphoenolpyruvate/phosphate translocator) that catalyzes the transport of phosphoenolpyruvate and phosphate across the inner envelope membrane of plastids.","CAB UNDEREXPRESSED 1 (CUE1)"," ",3,5,0,0,0.019316884,0.048655529,0.050639868,0.070252315,0.104254467,0.170454168,0.150737174,0.158080156,0.105455717,0.122153721,0.037849028,0.049475395,0.068454024,0.090415602,0.127854034,0.180114185,0.142561681,0.151620217,0.078478767,0.073177067
AT3G19340,"LOCATED IN: plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3754 (InterPro:IPR022227); BEST Arabidopsis thaliana protein match is: aminopeptidases (TAIR:AT5G13940.1); Has 308 Blast hits to 303 proteins in 113 species: Archae - 0; Bacteria - 164; Metazoa - 10; Fungi - 0; Plants - 111; Viruses - 0; Other Eukaryotes - 23 (source: NCBI BLink)."," "," ",3,3,0,0,0.0788915,0.200293153,0.084449796,0.075427812,0.076588976,0.120843074,0.098252868,0.117765355,0.093881889,0.053605576,0.058031646,0.069543491,0.064884484,0.246925678,0.096265049,0.120109543,0.07405357,0.111691584,0.084298062,0.074196892
AT5G03740,"HD2-type histone deacetylase HDAC. Involved in the ABA and stress responses. Mediates transcriptional repression","HISTONE DEACETYLASE 2C (HD2C)"," ",10,10,0,0,0.018411166,0.030223732,0.049134569,0.078386251,0.096815814,0.116451592,0.144575031,0.146924855,0.158909678,0.160167312,0.018142384,0.037409328,0.046650859,0.070768403,0.073492803,0.087822325,0.201542393,0.155960993,0.180782852,0.12742766
AT3G47810,"Homolog of yeast retromer subunit VPS29.  Part of a retromer-like protein complex involved in endosome to lysosome protein transport.","MAIGO 1 (MAG1)"," ",2,3,0,0,0.098861413,0.121757338,0.101281996,0.102505468,0.132042732,0.133278212,0.05845293,0.091116813,0.073383466,0.087319633,0.108877153,0.076676534,0.099779143,0.109702324,0.122693307,0.126363868,0.136716083,0.09051367,0.075231323,0.053446594
AT5G54800,"Encodes glucose6-Phosphate/phosphate transporter 1.  Essential for pollen maturation and embryo sac development.","GLUCOSE 6-PHOSPHATE/PHOSPHATE TRANSLOCATOR 1 (GPT1)"," ",2,2,0,0,0.033161531,0.055897042,0.047319356,0.117015466,0.133815209,0.15197079,0.129910353,0.129008502,0.1006779,0.10122385,0.022375206,0.049049544,0.065788605,0.090171426,0.131538246,0.164569876,0.133097769,0.115448739,0.126662576,0.101298013
AT1G21080,"DNAJ heat shock N-terminal domain-containing protein; FUNCTIONS IN: unfolded protein binding, heat shock protein binding; INVOLVED IN: protein folding; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Molecular chaperone, heat shock protein, Hsp40, DnaJ (InterPro:IPR015609), Heat shock protein DnaJ, N-terminal (InterPro:IPR001623), Heat shock protein DnaJ (InterPro:IPR003095), Heat shock protein DnaJ, conserved site (InterPro:IPR018253); BEST Arabidopsis thaliana protein match is: DNAJ heat shock N-terminal domain-containing protein (TAIR:AT1G76700.1)."," "," ",3,2,0,1,0.065164658,0.077789868,0.099846827,0.095326816,0.089361457,0.097381526,0.137597913,0.102779495,0.121328245,0.113423195,0.070935425,0.095042833,0.098777086,0.118958817,0.084909309,0.085647514,0,0.132311435,0.149243444,0.164174138
AT5G20080,"FAD/NAD(P)-binding oxidoreductase; FUNCTIONS IN: cytochrome-b5 reductase activity, copper ion binding; INVOLVED IN: response to salt stress; LOCATED IN: mitochondrion, plant-type cell wall; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ferredoxin reductase-type FAD-binding domain (InterPro:IPR017927), Oxidoreductase FAD/NAD(P)-binding (InterPro:IPR001433), Oxidoreductase, FAD-binding domain (InterPro:IPR008333), Riboflavin synthase-like beta-barrel (InterPro:IPR017938), Flavoprotein pyridine nucleotide cytochrome reductase (InterPro:IPR001709), NADH:cytochrome b5 reductase (CBR) (InterPro:IPR001834); BEST Arabidopsis thaliana protein match is: NADH:cytochrome B5 reductase 1 (TAIR:AT5G17770.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."," "," ",8,11,0,0,0.03501035,0.047750538,0.05263374,0.073820802,0.082323485,0.093339588,0.143623317,0.148777894,0.160777109,0.161943177,0.026626643,0.039605519,0.048261118,0.061670608,0.070533594,0.093378875,0.215835113,0.145443781,0.15451481,0.144129939
AT4G33090,"encodes an aminopeptidase, a ortholog of mouse microsomal AP (EC 3.4.11.2).","AMINOPEPTIDASE M1 (APM1)"," ",8,9,0,0,0.032576887,0.055679401,0.030361773,0.040796091,0.074269075,0.060549634,0.149562795,0.17979034,0.192120063,0.184293941,0.049414771,0.023957251,0.026422875,0.03180324,0.040079117,0.057201415,0.224313488,0.145398606,0.209157819,0.192251418
AT1G63000,"nucleotide-rhamnose synthase/epimerase-reductase (NRS/ER); FUNCTIONS IN: UDP-4-keto-rhamnose-4-keto-reductase activity, dTDP-4-dehydrorhamnose reductase activity, UDP-4-keto-6-deoxy-glucose-3,5-epimerase activity, dTDP-4-dehydrorhamnose 3,5-epimerase activity; INVOLVED IN: dTDP-rhamnose biosynthetic process, UDP-rhamnose biosynthetic process; LOCATED IN: soluble fraction, plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: NAD(P)-binding domain (InterPro:IPR016040), dTDP-4-dehydrorhamnose reductase (InterPro:IPR005913); BEST Arabidopsis thaliana protein match is: rhamnose biosynthesis 1 (TAIR:AT1G78570.1); Has 1363 Blast hits to 1363 proteins in 432 species: Archae - 58; Bacteria - 688; Metazoa - 9; Fungi - 22; Plants - 263; Viruses - 5; Other Eukaryotes - 318 (source: NCBI BLink).","NUCLEOTIDE-RHAMNOSE SYNTHASE/EPIMERASE-REDUCTASE (NRS/ER)"," ",5,4,0,1,0.049814401,0.043012648,0.045979347,0.05352936,0.071961563,0.089316741,0.175631625,0.140621831,0.174550055,0.155582428,0.086956206,0.044864058,0.061191614,0.073652428,0.088143983,0.112250944,0,0.178532835,0.154404626,0.200003305
AT4G10320,"tRNA synthetase class I (I, L, M and V) family protein; FUNCTIONS IN: isoleucine-tRNA ligase activity, nucleotide binding, aminoacyl-tRNA ligase activity, zinc ion binding, ATP binding; INVOLVED IN: response to cadmium ion, tRNA aminoacylation for protein translation; LOCATED IN: cytosol; EXPRESSED IN: male gametophyte, guard cell, epidermis, cultured cell, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; CONTAINS InterPro DOMAIN/s: Aminoacyl-tRNA synthetase, class I, conserved site (InterPro:IPR001412), Isoleucyl-tRNA synthetase (InterPro:IPR018353), Isoleucyl-tRNA synthetase, class Ia (InterPro:IPR002301), Aminoacyl-tRNA synthetase, class 1a, anticodon-binding (InterPro:IPR009080), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), Isoleucyl-tRNA synthetase, class Ia, N-terminal (InterPro:IPR015905), Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding (InterPro:IPR013155), Valyl/Leucyl/Isoleucyl-tRNA synthetase, class Ia, editing (InterPro:IPR009008), Aminoacyl-tRNA synthetase, class Ia (InterPro:IPR002300); BEST Arabidopsis thaliana protein match is: tRNA synthetase class I (I, L, M and V) family protein (TAIR:AT5G49030.3); Has 38868 Blast hits to 32849 proteins in 3074 species: Archae - 1055; Bacteria - 22228; Metazoa - 780; Fungi - 735; Plants - 304; Viruses - 0; Other Eukaryotes - 13766 (source: NCBI BLink)."," "," ",9,12,0,0,0.052743298,0.067619147,0.066911757,0.06378816,0.074163109,0.076695729,0.130910995,0.145309023,0.161210484,0.160648298,0.063672154,0.058559478,0.057260575,0.060856827,0.061433676,0.071143129,0.124355974,0.154856829,0.167030064,0.180831293
AT3G49720,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, Golgi apparatus, plasma membrane, membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G65810.1); Has 64 Blast hits to 64 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 64; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."," ",Golgi,5,6,0,0,0.102303582,0.145376807,0.149188878,0.173805706,0.153155516,0.131508759,0.046162285,0.03747818,0.029473007,0.03154728,0.018406119,0.060306347,0.07768643,0.11059514,0.115095039,0.108525314,0.17661806,0.073638388,0.133133908,0.125995256
AT3G46220,"unknown protein; INVOLVED IN: biological_process unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2042 (InterPro:IPR018611)."," "," ",14,14,0,0,0.132019951,0.124023309,0.13206018,0.137179483,0.117341485,0.092327207,0.062939338,0.073940928,0.068096894,0.060071225,0.104308451,0.132968561,0.122190404,0.114628651,0.090795555,0.086945287,0.120830714,0.078527455,0.083429857,0.065375065
AT1G50570,"Calcium-dependent lipid-binding (CaLB domain) family protein; CONTAINS InterPro DOMAIN/s: C2 calcium/lipid-binding domain, CaLB (InterPro:IPR008973), C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: Calcium-dependent lipid-binding (CaLB domain) family protein (TAIR:AT5G55530.2); Has 225 Blast hits to 222 proteins in 54 species: Archae - 0; Bacteria - 19; Metazoa - 23; Fungi - 31; Plants - 136; Viruses - 0; Other Eukaryotes - 16 (source: NCBI BLink)."," "," ",3,4,0,0,0.063284524,0.066355248,0.073037935,0.079631918,0.108392053,0.121783635,0.121828566,0.136144709,0.109700872,0.119840539,0.046050709,0.050509578,0.049639945,0.064971153,0.077365861,0.096218037,0.219115867,0.130097142,0.115399021,0.150632688
AT4G24220,"encodes a progesterone-5beta-reductase-like  protein. It has enone reductase activity against a wide range of substrates, including 3-oxo-&#916;-4,5-steroids in vitro. The in vivo substrates and product of this enzyme have not yet been elucidated but it is likely to participate in steroid metabolism. The protein contains a mammalian death domain involved in programmed cell death. The gene is expressed in the vascular system and mutants carrying a dominant mutation in the gene have defective vascular patterning. VEP1 gene expression is induced specifically by wounding.","VEIN PATTERNING 1 (VEP1)"," ",2,2,0,0,0.123642414,0.068800461,0.053970878,0.066622361,0.059828716,0.085027721,0.099773743,0.10185964,0.173205445,0.167268621,0.127519117,0.066627526,0.031799497,0.041496769,0.0493153,0.062473685,0.115795618,0.160874625,0.141163824,0.202934039
AT1G20220,"Alba DNA/RNA-binding protein; FUNCTIONS IN: nucleic acid binding; INVOLVED IN: biological_process unknown; LOCATED IN: plant-type cell wall; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Alba, DNA/RNA-binding protein (InterPro:IPR002775); BEST Arabidopsis thaliana protein match is: Alba DNA/RNA-binding protein (TAIR:AT1G76010.1); Has 46942 Blast hits to 19054 proteins in 1334 species: Archae - 23; Bacteria - 15382; Metazoa - 15943; Fungi - 3395; Plants - 5072; Viruses - 633; Other Eukaryotes - 6494 (source: NCBI BLink)."," "," ",2,2,0,0,0.052169286,0.04202428,0.085276392,0.068974462,0.078268666,0.064624639,0.109884714,0.164023334,0.145182872,0.189571356,0.139359646,0.050060107,0.033932674,0.051383975,0.058036393,0.065439267,0.171783296,0.131709586,0.14266192,0.155633137
AT2G24420,"DNA repair ATPase-related; LOCATED IN: endoplasmic reticulum, plasma membrane; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: myosin heavy chain-related (TAIR:AT4G31340.1); Has 49908 Blast hits to 28607 proteins in 1979 species: Archae - 936; Bacteria - 7564; Metazoa - 22725; Fungi - 3757; Plants - 2190; Viruses - 187; Other Eukaryotes - 12549 (source: NCBI BLink)."," "," ",5,7,0,0,0.116512111,0.13093463,0.137341372,0.111523402,0.099089089,0.120961262,0.070533141,0.081377733,0.057925336,0.073801924,0.084607719,0.120263512,0.131835035,0.108575706,0.130731898,0.178014589,0.053864891,0.063052451,0.065544434,0.063509766
AT5G47990,"encodes a member of the CYP705A family of cytochrome P450 enzymes. It appears to catalyze the addition of a double bond to thalian-diol at carbon 15. Reduced levels of THAD expression lead to a build up of thalian-diol in root extracts. thad1-1 mutants also have longer roots than wild type seedlings.","CYTOCHROME P450, FAMILY 705, SUBFAMILY A, POLYPEPTIDE 5 (CYP705A5)",ER,3,3,0,0,0.128972923,0.11104537,0.14081303,0.121896424,0.103718933,0.085022189,0.090493604,0.065165836,0.079616765,0.073254928,0.137812423,0.133479717,0.139038918,0.117843949,0.10439292,0.11069664,0.061659876,0.085646412,0.060183665,0.049245479
AT3G52400,"syntaxin protein, involved in the negative regulation of defense pathways such as programmed cell death, salicylic acid signalling pathway, jasmonic acid signalling pathway","SYNTAXIN OF PLANTS 122 (SYP122)",PM,2,2,0,0,0.077279896,0.130927217,0.137674355,0.10499157,0.096506294,0.088425911,0.112978895,0.089316384,0.085734829,0.07616465,0.102287099,0.110665951,0.108976325,0.121055564,0.099683101,0.080713938,0.071033067,0.089281634,0.089671408,0.126631913
AT1G72090,"Methylthiotransferase; FUNCTIONS IN: 4 iron, 4 sulfur cluster binding, iron-sulfur cluster binding, catalytic activity; INVOLVED IN: metabolic process, RNA modification; LOCATED IN: endoplasmic reticulum, membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Methylthiotransferase (InterPro:IPR005839), Aldolase-type TIM barrel (InterPro:IPR013785), Methylthiotransferase, conserved site (InterPro:IPR020612), Methylthiotransferase, N-terminal (InterPro:IPR013848), Radical SAM (InterPro:IPR007197), Deoxyribonuclease/rho motif-related TRAM (InterPro:IPR002792), Elongator protein 3/MiaB/NifB (InterPro:IPR006638), MiaB-like tRNA modifying enzyme, archaeal-type (InterPro:IPR006466); BEST Arabidopsis thaliana protein match is: Methylthiotransferase (TAIR:AT4G36390.1); Has 15738 Blast hits to 15705 proteins in 2423 species: Archae - 403; Bacteria - 9758; Metazoa - 296; Fungi - 1; Plants - 135; Viruses - 0; Other Eukaryotes - 5145 (source: NCBI BLink)."," "," ",6,6,0,0,0.072459095,0.122130439,0.12947724,0.130294651,0.116008957,0.111880997,0.093615772,0.075455225,0.077500181,0.071177444,0.086198978,0.118925528,0.118811534,0.109273022,0.099097132,0.089880383,0.082913032,0.125898915,0.060811436,0.108190041
