Majority protein IDs,Lead protein ID,Protein names,Gene names,Class,nRatio H/L AP4B1_1_03K,nRatio H/L AP4B1_1_06K,nRatio H/L AP4B1_1_12K,nRatio H/L AP4B1_1_24K,nRatio H/L AP4B1_1_80K,nRatio H/L AP4B1_2_03K,nRatio H/L AP4B1_2_06K,nRatio H/L AP4B1_2_12K,nRatio H/L AP4B1_2_24K,nRatio H/L AP4B1_2_80K,nRatio H/L AP4E1_1_03K,nRatio H/L AP4E1_1_06K,nRatio H/L AP4E1_1_12K,nRatio H/L AP4E1_1_24K,nRatio H/L AP4E1_1_80K,nRatio H/L AP4E1_2_03K,nRatio H/L AP4E1_2_06K,nRatio H/L AP4E1_2_12K,nRatio H/L AP4E1_2_24K,nRatio H/L AP4E1_2_80K,nRatio H/L WT_1_03K,nRatio H/L WT_1_06K,nRatio H/L WT_1_12K,nRatio H/L WT_1_24K,nRatio H/L WT_1_80K,nRatio H/L WT_2_03K,nRatio H/L WT_2_06K,nRatio H/L WT_2_12K,nRatio H/L WT_2_24K,nRatio H/L WT_2_80K
O75581,O75581,Low-density lipoprotein receptor-related protein 6,LRP6,,0.985026224,0.885217122,0.961041041,1.997024916,3.847229891,0.856197037,1.024301718,0.895839807,2.028099916,2.546675163,0.856376919,0.991706059,0.992176765,2.17452415,5.187133506,0.802969209,0.957563088,0.977797736,1.857382304,4.143354085,0.969868387,0.981810756,0.989419202,2.735863017,3.487269492,0.910440249,0.963825066,0.923225033,2.506528596,3.63868838
Q14114;Q14114-4;Q14114-3,Q14114,Low-density lipoprotein receptor-related protein 8,LRP8,,1.796135661,1.424130885,0.767367367,0.770559068,0.870396957,1.557828218,1.418532618,0.724241901,0.652715267,0.790575154,1.769043445,1.354691305,0.720842396,0.810763592,0.842776371,1.719677679,1.35191877,0.874803534,0.855329785,0.835988247,1.497312133,1.231471622,0.769063551,0.865278512,1.074457323,1.579557293,1.370682127,0.823509996,0.772725731,0.949111367
P42704,P42704,"Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,,0.662691836,0.84596036,12.9620287,39.46448494,26.91698877,0.500887604,0.855608771,11.77858335,29.99770032,22.36293483,0.502595516,0.846254118,13.38553427,38.3188619,30.03974865,0.570436174,0.88948783,10.26864607,26.61452054,22.27313152,0.443680374,0.804906866,11.70483197,38.30320967,30.58368984,0.491238338,0.815890058,9.17723817,28.13005189,24.96076996
Q5VZK9;Q5VZK9-2,Q5VZK9,Leucine-rich repeat-containing protein 16A,LRRC16A,,1.896152163,2.221451807,1.060500501,0.747613735,0.605951285,1.436131611,2.028736338,1.141699753,0.678942585,0.533007531,1.615836397,2.077782553,1.005834628,0.71860181,0.627792572,1.527148962,1.87128565,1.064097315,0.707172053,0.575814205,1.60422883,2.09942092,0.944877814,0.709030053,0.614318622,1.665827763,2.092334121,1.006436422,0.64833761,0.566900303
Q9H9A6,Q9H9A6,Leucine-rich repeat-containing protein 40,LRRC40,,1.596389648,1.85573398,1.202829496,0.796702616,0.767310878,1.333415209,1.622661591,1.1468554,0.796949089,0.677129797,1.565904269,2.026786993,1.203480062,0.771657887,0.733788978,1.496923477,1.733910706,1.246390976,0.748986973,0.747571176,1.381425915,1.794127514,1.019157825,0.665186908,0.711165551,1.494691498,1.609476773,1.079118485,0.803113377,0.716485918
Q8N1G4,Q8N1G4,Leucine-rich repeat-containing protein 47,LRRC47,,3.384776541,3.238793529,1.91284618,1.251146647,0.352242469,2.532182612,3.05865979,1.486506703,1.036564933,0.358569615,2.683101522,2.698324022,1.468807181,0.975724776,0.406551312,2.277833163,2.561445423,1.421288286,0.863892728,0.355480755,2.558346738,3.098735359,1.449266147,1.011971955,0.384803832,2.404803989,2.795361821,1.292455633,0.85276462,0.354197905
Q8N9N7,Q8N9N7,Leucine-rich repeat-containing protein 57,LRRC57,,0.906017492,0.917215588,0.927247247,1.931325152,4.357567949,0.738955196,0.869663105,0.987168422,1.631569149,4.052523043,0.800578449,0.957341355,0.945320214,1.77427194,4.09214341,0.845030892,0.96722413,1.017619167,1.843502808,2.964347229,0.728588257,0.960120775,0.946489704,1.900997076,4.326666423,0.82411125,1.038465393,1.079030466,2.2083046,4.460833885
Q96AG4,Q96AG4,Leucine-rich repeat-containing protein 59,LRRC59,,1.790682824,0.684979604,0.948428428,3.736581133,16.18749617,1.459912691,0.712213626,0.760745728,2.814043387,13.61043236,1.280663579,0.654877525,1.096385293,5.304556859,23.24705821,1.446759333,0.711975511,0.992696102,4.440968036,17.40985489,1.154186076,0.640226381,1.043543199,5.131945178,22.10806001,1.15964134,0.638866223,1.054484041,4.788089128,18.66536481
Q7L1W4,Q7L1W4,Volume-regulated anion channel subunit LRRC8D,LRRC8D,,1.039482842,0.837905421,1.006686687,2.612495351,7.006319406,0.811459578,0.844242499,0.899395823,2.112859599,5.428518387,0.82701792,0.87150838,1.172863801,3.076832136,9.433548912,0.816532578,0.843810661,1.029004266,2.733319611,7.420662171,0.831259381,0.851306212,1.114909978,3.421343762,10.82038344,0.823619614,0.921093694,1.149203974,3.176571668,9.747300392
Q6NSJ5,Q6NSJ5,Volume-regulated anion channel subunit LRRC8E,LRRC8E,,0.997194659,0.788867661,0.861261261,2.418866989,6.702251672,0.966806971,0.833476606,0.849669141,2.212293439,4.854919394,0.879651294,0.843446498,1.030084585,2.797956047,3.144734943,0.786129296,0.960459907,1.014132315,2.39562443,4.890407412,0.850693344,0.809793311,0.995674517,2.960222668,4.963740295,0.80197591,0.889313578,1.118837263,2.459047899,8.652694959
Q32MZ4-3;Q32MZ4;Q32MZ4-2,Q32MZ4,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,,1.62035343,1.973755062,0.902449116,0.596727408,0.50328241,1.27479987,1.529329895,0.766902584,0.565568295,0.388453761,1.481865497,1.65062312,0.854990506,0.625940862,0.525088877,1.501114406,1.86605943,0.882424419,0.605981122,0.447128753,1.62204828,1.839491226,0.872180118,0.583659233,0.489085524,1.649205773,1.752630449,0.842291146,0.580327165,0.457579245
Q9Y608;Q9Y608-5,Q9Y608,Leucine-rich repeat flightless-interacting protein 2,LRRFIP2,,0.523242716,1.141853964,2.329262596,2.9863642,2.512424075,0.517690667,1.311692387,2.077334714,3.414698249,2.049743356,0.562473141,1.645036528,2.947281201,3.388154006,2.006847788,0.507089654,1.123846498,2.428380859,3.287323198,2.040212093,0.525231264,1.418600581,2.706643499,3.12285523,2.253464478,0.484332018,1.456874955,2.590082408,2.791412777,1.647196941
Q9H089,Q9H089,Large subunit GTPase 1 homolog,LSG1,,1.71376913,0.838834837,0.828575242,2.120862774,3.19946009,1.417709648,0.822123978,0.764140629,1.798241291,3.145361585,1.334388366,0.794771523,1.020348697,2.625218385,2.837633971,1.480413759,0.86425265,0.933261131,2.218249184,2.364768263,1.223681929,0.772948058,1.015815742,2.60395307,2.636050069,1.22733498,0.81168134,0.963207869,2.549148174,2.361706827
Q3MHD2;Q3MHD2-2,Q3MHD2,Protein LSM12 homolog,LSM12,,4.881293183,2.670669548,0.964871538,0.59590926,0.565126695,4.195741735,2.81591551,0.916174694,0.503914934,0.477132808,3.819398495,2.658644893,0.955387537,0.582710471,0.555680909,3.717353619,2.626101239,1.017143687,0.572011645,0.518591901,3.472639969,2.708694955,0.874383526,0.576006765,0.560093605,3.716770652,2.569322167,0.926096667,0.53633969,0.46885425
Q8ND56;Q8ND56-2;Q8ND56-3,Q8ND56,Protein LSM14 homolog A,LSM14A,,7.965446236,4.88504009,1.271644978,0.742246188,0.421240567,5.474337647,4.389864505,1.070119109,0.550007118,0.373471548,5.792808955,3.849591749,1.115691352,0.624706083,0.435765916,5.895747478,4.040017918,1.267034723,0.637409945,0.406421326,5.312229046,3.959624838,1.165351769,0.743346369,0.508903433,4.624659074,3.189750197,0.971096612,0.546220197,0.335495345
Q9BX40,Q9BX40,Protein LSM14 homolog B,LSM14B,,7.432646706,4.297442631,1.197650984,0.656700136,0.436431683,5.37575223,4.316045138,1.207549341,0.584535191,0.402412407,5.432369934,3.65735568,1.022337304,0.652843275,0.463576854,5.639084854,3.87636255,1.198975077,0.612285706,0.419254973,5.120161691,3.242411424,0.981418906,0.644836698,0.483332724,5.652530171,3.169565529,0.973693186,0.608521655,0.418186468
Q9Y333,Q9Y333,U6 snRNA-associated Sm-like protein LSm2,LSM2,,1.065383815,2.34788189,1.006206206,0.670943349,0.448002945,1.384885058,2.616016483,1.13725761,0.684834149,0.475537247,1.194087272,1.693167168,1.016937683,0.62312977,0.468443768,1.20115822,1.941615649,0.979012851,0.648737025,0.450494771,1.285751018,2.083521741,0.932692521,0.600768065,0.525832754,1.415678517,1.992699163,0.974958466,0.620663147,0.551882461
P62310,P62310,U6 snRNA-associated Sm-like protein LSm3,LSM3,,1.023612217,2.77939647,1.011945279,0.576608405,0.360046629,1.322585327,2.504809857,0.882674492,0.62930232,0.422000672,1.173664213,1.783841856,0.939340583,0.597948166,0.418239778,1.134662154,1.845751829,0.947010421,0.5969124,0.412612998,1.280488899,2.238283472,0.810011461,0.575738999,0.435591795,1.24021117,1.779972801,0.878896236,0.552652701,0.500261534
Q9Y4Z0,Q9Y4Z0,U6 snRNA-associated Sm-like protein LSm4,LSM4,,1.446723634,3.533846233,1.087233901,0.682124706,0.428725689,1.904607724,3.245732531,1.253006502,0.670400911,0.447579816,2.073274715,3.077925799,1.100997756,0.704020912,0.460139842,1.572487189,2.414663282,1.128934265,0.625294792,0.412939468,1.879772533,2.869291247,1.105578764,0.710298418,0.481687326,2.061477952,2.79650705,1.065684516,0.730377472,0.48217503
P09960;P09960-4;P09960-2;P09960-3,P09960,Leukotriene A-4 hydrolase,LTA4H,,0.521506418,0.729753852,0.391604938,0.382608157,0.61632002,0.359686045,0.553645258,0.28182289,0.352103113,0.584205958,0.457383748,0.577481736,0.40483342,0.367333535,0.718702856,0.500574665,0.592324922,0.465124879,0.467162643,0.901878891,0.404788529,0.497410914,0.317630966,0.251432195,0.613867661,0.508749956,0.673437836,0.368757495,0.320189471,0.749311295
P36941;P36941-2,P36941,Tumor necrosis factor receptor superfamily member 3,LTBR,,1.221794127,0.897550325,0.833393393,2.126069171,3.745260445,1.053658155,0.911730593,0.803843719,1.874787827,4.227532952,1.031985211,0.822389343,0.82884861,2.200139241,5.208647628,1.067251703,0.884381066,0.913872122,2.042403035,3.894111157,1.050558203,0.885890573,0.864963585,2.219779445,4.969346838,1.027988154,0.78967862,0.833896291,2.265846683,4.496634934
O94822;O94822-3,O94822,E3 ubiquitin-protein ligase listerin,LTN1,,3.055166921,2.366765263,1.26339673,0.939370274,0.446015093,2.464970357,2.383369493,1.22768859,0.890524218,0.405543318,2.798245554,2.258988684,1.508717418,1.194609009,0.443085965,2.488649569,2.295804091,1.566177539,1.190225542,0.399497912,2.722668373,2.455037414,1.360153795,1.098009372,0.419808159,2.510388744,2.128695154,1.29927714,1.015193823,0.414257651
Q96GA3,Q96GA3,Protein LTV1 homolog,LTV1,,2.989302396,3.412284519,1.770303637,1.376472047,0.325369655,2.287672915,3.074351522,1.575464641,1.206894664,0.365945319,2.309974829,2.699613236,1.579009149,1.399372102,0.379855436,2.095210277,2.065850381,1.687689036,1.274208251,0.323599275,2.478936574,3.180419213,1.688934896,1.309586724,0.340097749,2.187547554,2.53009806,1.54683185,1.073188103,0.366902628
Q9NQ29;Q9NQ29-2;Q9NQ29-3,Q9NQ29,Putative RNA-binding protein Luc7-like 1,LUC7L,,2.779942171,3.132574556,1.181021021,0.643609768,0.472298914,2.797012292,3.448360555,1.285459463,0.637482616,0.503906113,3.136719896,2.806904455,0.942033489,0.553732578,0.416009655,3.145101376,2.826788114,1.052870709,0.557791043,0.37732047,3.054062296,3.45712327,1.176191356,0.710382976,0.547649518,3.060436152,3.274067712,1.163947232,0.6554258,0.46876126
Q9Y383,Q9Y383,Putative RNA-binding protein Luc7-like 2,LUC7L2,,2.785108016,2.921169294,1.034114114,0.557654642,0.360819682,2.614802327,2.734727851,1.106093561,0.566860497,0.397103907,3.24381476,3.10901017,0.978808907,0.432238233,0.316336302,2.663652585,2.812751978,1.037034591,0.492722087,0.364295444,3.792672499,3.39950698,1.139783356,0.604855019,0.457116043,2.343934729,2.511631236,1.010309278,0.604598845,0.447815322
O95232,O95232,Luc7-like protein 3,LUC7L3,,1.641016811,3.806032353,1.077584251,0.622994918,0.464359777,2.625408912,4.506256226,1.468208758,0.668385952,0.55308751,2.017885524,3.781120183,0.907163818,0.566710891,0.410460586,1.90382454,3.69702852,1.03662515,0.535854383,0.403944658,2.766559232,4.14633079,1.190668786,0.745671705,0.598534986,2.861089326,4.335981676,1.300487408,0.72206835,0.580697655
Q86V48;Q86V48-2;Q86V48-3,Q86V48,Leucine zipper protein 1,LUZP1,,1.309957884,2.681734025,1.005392059,0.630568985,0.651610528,1.283620083,2.764201018,1.090477012,0.53912196,0.603332614,1.604240138,2.868786707,0.869546004,0.610558672,0.665048735,1.626461269,2.737195759,1.0115568,0.556673626,0.605568001,1.819138567,3.225053605,0.905349551,0.622795335,0.685777664,1.571012186,2.82141579,0.922377846,0.559311304,0.573839662
Q9NX58,Q9NX58,Cell growth-regulating nucleolar protein,LYAR,,0.497556986,3.641983049,1.327233901,0.864038676,0.505712007,1.346031462,6.53854026,2.071925888,1.056473603,0.623272103,0.720550618,3.990402521,1.184464008,0.744597843,0.465072348,0.761656814,4.046140063,1.232232245,0.674449378,0.364317959,1.176753392,4.559563575,1.42723206,0.877778952,0.511426378,1.222067448,5.127335194,1.549582458,0.880665182,0.583138636
P07948,P07948,Tyrosine-protein kinase Lyn,LYN,,0.791622721,0.848586329,0.943143143,2.200074377,6.906313271,0.704087443,0.942581904,0.977708729,2.086577527,6.19448779,0.739254702,0.9513107,0.977938892,2.170452008,6.885306117,0.821447394,0.989890996,0.994162165,1.810568412,5.339810197,0.781149653,0.974371691,1.018714185,2.448648839,7.973478616,0.751185195,1.028144013,1.127859257,2.42920289,6.80371029
O75608;O75608-2,O75608,Acyl-protein thioesterase 1,LYPLA1,,0.621379424,0.937411945,3.061194528,2.711912731,5.23602675,0.494088224,0.840449193,2.126704644,3.371661355,0.533960854,0.485337553,0.785045122,3.278439496,3.12504105,5.433889989,0.601385546,0.80413618,2.511589819,3.219690064,6.383500884,0.442472479,0.77135814,2.866797294,3.07352993,5.062342316,0.433880766,0.694982464,2.711329204,3.857241372,6.567865072
O95372,O95372,Acyl-protein thioesterase 2,LYPLA2,,0.686942609,0.882871453,0.764671338,0.904946077,1.47346463,0.57025467,0.835400549,0.632740664,1.053451165,1.631686427,0.708872503,0.822933677,0.884861039,1.170307512,1.468076454,0.679362217,0.831820218,0.720312232,0.999088423,1.859527857,0.62391992,0.785725746,0.799408481,1.024091886,1.719989762,0.581137553,0.754663231,0.719988117,0.967690516,1.593030419
Q9UPN3-2;Q9UPN3-3,Q9UPN3,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,,1.191774827,1.898074043,1.357490824,0.972344118,0.691870667,1.026415979,1.85667308,1.540249727,1.112826746,0.581386131,1.215970095,1.936685289,1.316195408,0.975067979,0.716236603,1.14900021,1.82828132,1.444401886,1.061640251,0.608461201,1.277140277,2.222384293,1.367740027,0.969679033,0.689714432,1.240913507,2.080881827,1.338665845,0.881569576,0.574978787
Q9BQ69,Q9BQ69,O-acetyl-ADP-ribose deacetylase MACROD1,MACROD1,,0.629630427,0.763301345,3.578645312,9.735217553,11.93324744,0.464244644,0.862267524,4.945163703,7.974856817,10.00165577,0.518502855,0.865420427,5.931020197,11.96592536,14.72274331,0.560022352,0.935344184,5.538546881,1.578851413,10.79028245,0.414559327,0.79215835,6.195127361,9.705950745,14.77202091,0.521649557,0.862901725,5.572621549,10.98838984,11.04485592
Q9UNF1;Q9UNF1-2,Q9UNF1,Melanoma-associated antigen D2,MAGED2,,1.089993327,1.511259949,0.860927594,0.70298748,0.908534266,0.80459321,1.258572462,0.763691812,0.665254005,0.762607688,1.157033813,1.502506804,0.77170378,0.537930038,0.823872804,1.064419652,1.128983127,0.74189373,0.558626165,0.661157955,1.091052603,1.38734192,0.81330918,0.650713455,0.824844297,1.09952124,1.260468113,0.828725148,0.649309834,0.806697586
Q96A72,Q96A72,Protein mago nashi homolog 2,MAGOHB,,1.897874111,3.855748733,1.133493493,0.619164497,0.418185165,2.696975449,4.205111411,1.303412164,0.643516541,0.407289404,2.177231768,3.103137086,1.0303884,0.631694405,0.448202128,2.36889061,3.1566373,1.108686751,0.611674067,0.369620282,2.622090138,3.592922677,1.011675108,0.630743755,0.442916865,2.828430627,3.63037721,1.121917944,0.661835694,0.435726657
Q9H0U3,Q9H0U3,Magnesium transporter protein 1,MAGT1,,1.800297036,0.730152173,0.831431431,2.898351308,14.38493159,1.40274878,0.725995061,0.714678635,2.308332512,9.578681706,1.303528673,0.654247243,1.055701709,4.915864279,17.98790487,1.300203832,0.713229804,0.89515671,3.550798365,11.67411544,1.111981487,0.639686684,0.936034604,4.334707395,14.66232769,1.112385724,0.664318946,0.921574668,3.685632567,13.4079576
Q969L2,Q969L2,Protein MAL2,MAL2,,1.064149752,1.048587804,0.821314648,1.461261931,1.906374624,0.816952672,1.095228349,0.792093906,0.951126296,1.657175256,0.970961603,1.011860765,0.809570171,1.234384647,1.587453594,0.946121169,0.967044945,0.918072194,0.994312936,1.534859111,0.905837963,0.902008548,0.780760841,1.178099567,1.989713213,0.851350244,0.951413643,0.822145694,1.206348847,1.700317327
Q7Z304,Q7Z304,MAM domain-containing protein 2,MAMDC2,,1.569699448,0.886058022,1.147827828,2.680798314,5.61862691,1.108321145,0.959337945,0.840393578,1.916839143,3.325288631,1.15717024,0.734994986,1.192929398,3.205170308,5.930551365,1.340208149,0.756084814,0.966188105,1.899608904,5.669995159,1.015612947,0.745438103,1.032910644,2.718528697,5.183979914,0.793746854,0.64616706,1.007800724,2.158902065,3.976008648
O60476,O60476,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",MAN1A2,,0.568085122,0.954333218,6.660927594,7.711912731,5.426958709,0.477419139,1.033634887,4.382760803,6.017061445,3.271400832,0.543359777,0.914424867,2.358846884,4.659187936,3.539335424,0.65396265,0.889293714,2.806519356,4.771723469,3.27719551,0.404214479,1.088058112,4.451772709,6.492196033,4.394798104,0.393917756,0.998811824,4.00235452,6.191708966,3.454801176
Q9UKM7,Q9UKM7,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",MAN1B1,,0.568271666,1.044766871,4.671338005,6.319945457,4.655377631,0.409961258,0.964741359,3.239311813,4.339060635,2.933523329,0.540590318,0.914911904,3.643431728,5.263047276,3.923965945,0.614009131,0.886307302,2.563496361,3.409415709,2.375012665,0.432199386,1.067710081,3.976487116,5.794877215,4.713883506,0.433997823,1.006957269,3.718711835,5.549928214,3.69948042
P55145,P55145,Mesencephalic astrocyte-derived neurotrophic factor,MANF,,1.896726146,0.806349534,0.958131465,2.79223999,6.961899503,1.512164078,0.770668741,0.784912826,2.218754449,5.515722292,1.442847496,0.719381177,1.178884861,3.6657165,7.492292959,1.467967971,0.752725101,1.040627105,3.169817979,6.035979241,1.255613426,0.708840819,1.094724389,3.600465067,7.693760893,1.199826757,0.708338702,1.039212666,3.009032637,6.068975137
Q66K74-2;Q66K74,Q66K74,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,MAP1S,,1.733141049,2.138246944,0.90335669,0.698946325,0.488704829,1.581720946,1.703167001,0.914390932,0.649944698,0.475186023,1.674090546,2.145967626,0.873744174,0.604450458,0.544936966,1.315062578,2.152605644,0.90220966,0.636810069,0.57583672,1.568470338,2.036553525,0.917771452,0.812627277,0.594013188,1.312786056,1.736740391,0.778796114,0.505465933,0.496181609
Q02750;Q02750-2,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,,0.896302833,1.167479291,0.885258592,0.698227346,1.109270507,0.759889245,0.864778201,0.63970309,0.589003143,0.775813711,0.819459887,1.054562384,0.780597273,0.715002562,0.93179761,0.632919109,0.829162311,0.705783683,0.664133855,0.862601178,0.799638827,1.103242557,0.688543015,0.614494592,0.875949151,0.739069871,1.027829075,0.630714388,0.57866534,0.736699562
P36507,P36507,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,,0.773054378,1.005377336,0.835181849,0.731114417,1.123713111,0.625241439,0.79834077,0.556200012,0.800026282,1.114483977,0.833211686,0.85433319,0.78674262,0.888633468,1.224219129,0.731621826,0.78042407,0.698281669,0.66045226,1.391887784,0.788791686,0.866767799,0.771089504,0.696261847,1.051153607,0.775041262,0.764626727,0.638108022,0.819562047,1.264892887
P46734;P46734-3;P46734-2,P46734,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3,,1.852242479,2.019340705,0.925605606,0.651865625,0.518583962,1.364900019,2.097370611,0.835629208,0.558581644,0.501447545,1.588823935,1.869932674,0.859906784,0.609888739,0.583846043,1.469110952,1.630431537,0.835919855,0.523939189,0.470116741,1.957867167,2.017153609,0.857406928,0.657478068,0.596670201,1.756078147,1.982821559,0.826051557,0.574572956,0.517604119
O14733;O14733-4;O14733-3;O14733-2,O14733,Dual specificity mitogen-activated protein kinase kinase 7,MAP2K7,,1.84320225,1.705847207,1.113993994,0.94944837,1.124056691,1.634418927,1.67751443,1.113251626,0.917934229,1.16686653,1.927298276,1.838991548,1.197679959,0.896659529,1.031707093,1.751681134,1.766163954,1.050876336,0.936807128,1.204786725,1.518599798,1.675102469,0.932662945,0.791783814,1.02366936,1.663486638,1.367733162,1.010969424,0.866782731,0.915356093
P27816;P27816-2,P27816,Microtubule-associated protein 4,MAP4,,6.945622305,4.665963458,1.107187187,0.664298996,0.441229523,5.562428126,4.881083958,1.317797342,0.617092108,0.368393853,5.596491108,4.060449792,1.001042638,0.614394367,0.438271524,5.152937142,3.841122891,1.050876336,0.545546505,0.354163618,6.10573272,4.217366571,1.024052645,0.644836698,0.432703207,5.349588547,3.968649345,0.922267821,0.523045095,0.366088968
P27816-4,P27816,Microtubule-associated protein 4,MAP4,,6.444391829,4.836356394,0.890023357,0.561150366,0.461181668,5.65219333,4.677091435,1.111272225,0.514427763,0.366497243,6.026371258,4.20283627,0.837728293,0.512288676,0.439727663,4.91380022,4.120800358,0.870590255,0.478101567,0.388262842,5.270251685,4.695800575,0.835298902,0.543677553,0.464026716,5.423685165,4.267411066,0.76262254,0.448805634,0.378840186
Q8IVH8;Q8IVH8-3;Q8IVH8-2,Q8IVH8,Mitogen-activated protein kinase kinase kinase kinase 3,MAP4K3,,2.340845333,2.021996179,1.021501502,0.693801909,0.698079637,2.47959628,2.339432642,1.041820588,0.730597808,0.610758493,2.400425651,2.11044263,1.018636285,0.719823453,0.7501607,2.777442645,1.889204121,0.946548149,0.626600406,0.610510081,2.9171276,1.923654769,0.911649229,0.68085826,0.652150597,2.743681888,2.68040942,0.910143142,0.639700646,0.544547896
O95819;O95819-3,O95819,Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4,,0.824956772,1.066305719,1.048555222,1.444775009,1.892140622,0.671921578,1.106308076,1.139559238,1.426897511,1.931431037,0.723415576,1.097135081,1.031810806,1.438911293,2.200081334,0.81112247,1.059504256,1.02471174,1.379010204,1.981785228,0.777812991,1.196887262,1.022706939,1.414085896,1.93121016,0.759976121,1.189077375,1.104424078,1.412098534,1.738559357
Q14244;Q14244-2;Q14244-6;Q14244-7;Q14244-3;Q14244-4;Q14244-5,Q14244,Ensconsin,MAP7,,5.371904977,3.778739977,1.04984985,0.653179621,0.505994233,4.4808914,4.040825794,1.210541458,0.617026403,0.468813816,4.774657399,3.253545337,0.924743656,0.635924179,0.544254811,4.712889645,3.491414066,1.069274761,0.583797453,0.473640365,4.471725078,3.364353749,0.961987504,0.633280485,0.560727388,4.423088178,3.60933362,0.876629735,0.552675311,0.45359231
Q3KQU3;Q3KQU3-2,Q3KQU3,MAP7 domain-containing protein 1,MAP7D1,,5.827647316,4.110821796,0.908988989,0.57451345,0.49423891,4.892091954,4.240042572,1.105495138,0.504539133,0.422753295,5.537554826,3.345509239,0.868924564,0.503290554,0.496425245,4.866811021,3.35359116,0.886888645,0.484582586,0.39698747,4.824167479,3.498548653,0.872475877,0.552527922,0.525759626,4.150698241,3.302268986,0.783945252,0.464937766,0.412014274
Q8IWC1;Q8IWC1-2;Q8IWC1-3;Q8IWC1-4,Q8IWC1,MAP7 domain-containing protein 3,MAP7D3,,4.400439097,3.752775339,0.971291291,0.593058138,0.52440027,3.867942434,3.931802366,1.078635134,0.541344985,0.464759688,4.420357574,3.410399656,0.865734507,0.597751126,0.532631938,3.302324695,3.243989846,0.94660098,0.541617902,0.476612368,4.305370352,3.262686524,0.853783874,0.58785893,0.588211635,3.97031453,3.329611338,0.778499048,0.484450072,0.459090328
P28482;P28482-2,P28482,Mitogen-activated protein kinase 1,MAPK1,,1.120644009,1.263917267,0.894107441,0.821408206,0.849168661,0.99969855,1.365726527,0.794096323,0.836602166,0.878150354,1.047674268,1.182036957,0.89802175,0.831124305,0.863437799,1.145228374,1.226131103,0.986858267,0.972976152,0.916828964,1.108393678,1.291086249,0.92794558,0.673882253,0.846612308,1.061044844,1.262372056,0.920628459,0.834563686,0.82894538
Q15691,Q15691,Microtubule-associated protein RP/EB family member 1,MAPRE1,,1.283884716,1.41049945,0.86661328,0.687405479,0.77533591,1.101175656,1.351904158,0.80780252,0.666809028,0.609684751,1.173241291,1.300988397,0.82583808,0.628436691,0.696021199,1.345923052,1.43488129,0.880971564,0.70489017,0.64281935,1.065184503,1.258456467,0.754260786,0.632223514,0.696393531,1.216682859,1.325245151,0.812837637,0.680228812,0.701026374
Q15555-4;Q15555;Q15555-5;Q15555-3;Q15555-2,Q15555,Microtubule-associated protein RP/EB family member 2,MAPRE2,,1.236602883,1.764415169,1.124324324,0.760146275,0.849966256,1.042069066,1.53369629,0.915679843,0.679928162,0.700079778,1.226843294,1.608222318,0.913461074,0.786895582,0.648952498,1.166614809,1.261863521,0.934344168,0.645031905,0.614517781,1.696913887,1.596190032,1.261902473,0.607293098,0.665350348,1.306933243,1.325187889,0.890514804,0.703856111,0.73100394
Q9NX47,Q9NX47,E3 ubiquitin-protein ligase MARCH5,MARCH5,,0.945435761,0.789324993,3.179713046,8.724928722,45.32179888,0.57154979,0.791736597,2.083318948,5.495909852,16.50451825,0.519566982,0.8964475,3.792991542,9.975698504,13.07691299,0.632449217,0.954725997,3.243564513,7.682418326,14.99285143,0.472956892,0.820426798,3.232060335,9.522883416,19.47176618,0.523990682,0.804466395,3.354421327,8.433250054,98.39360231
P29966,P29966,Myristoylated alanine-rich C-kinase substrate,MARCKS,,1.118419825,0.922998621,1.09001001,1.421470187,1.759985275,0.816628892,0.950987215,0.930030497,1.136152086,1.597768222,0.960661396,1.009583154,1.036160884,1.405677355,1.57302339,0.956560391,1.07867702,1.1040112,1.282912342,1.484875435,0.853802778,0.879078723,1.016422049,1.436493676,1.91512182,0.895726276,0.935480638,1.08393755,1.51599082,2.029384757
P49006,P49006,MARCKS-related protein,MARCKSL1,,1.05188087,0.934859739,0.985665666,1.699764473,2.799435548,0.861846439,0.948749437,0.911444847,1.329434826,2.746270754,0.987250936,0.948302535,0.945458312,1.51220986,2.860197563,1.052710451,1.023294012,1.000501895,1.42852942,2.469013498,0.922903972,0.891418819,0.915375799,1.620970299,3.310053993,0.892319938,1.027542767,1.018880173,1.776117209,3.58731155
