"Protein ID","Protein name","Protein Description (TAIR10)","Subcellular localisation marker (known localisation)","Localisation Method",PMID
AT2G47840,TIC20-II,"Encodes a component of the TIC (translocon at the inner envelope membrane of chloroplasts) protein translocation machinery mediating the protein translocation across the inner envelope of plastids. The Arabidopsis genome encodes four Tic20 homologous proteins, AT1G04940(Tic20-I), AT2G47840(Tic20-II), AT4G03320(Tic20-IV) and AT5G55710(Tic20-V).",Plastid,GFP,19224954
AT3G49560," ","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein; FUNCTIONS IN: protein transporter activity, P-P-bond-hydrolysis-driven protein transmembrane transporter activity; INVOLVED IN: protein transport; LOCATED IN: in 6 components; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Sterile alpha motif, type 1 (InterPro:IPR021129), Mitochondrial inner membrane translocase complex, subunit Tim17/22 (InterPro:IPR003397); BEST Arabidopsis thaliana protein match is: Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein (TAIR:AT5G24650.1); Has 96 Blast hits to 94 proteins in 24 species: Archae - 0; Bacteria - 0; Metazoa - 4; Fungi - 0; Plants - 87; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).",Plastid,GFP,17098851
AT1G80600,"TUP5 / WIN1","Encodes HopW1-1-Interacting protein 1 (WIN1).  Interacts with the P. syringae effector HopW1-1.  WIN1 is a putative acetylornithine transaminase.  Modulates plant defenses against bacteria.  Three WIN proteins are identified so far (WIN1: AT1G80600; WIN2: AT4G31750; WIN3: AT5G13320).",Plastid,GFP,23321422
AT4G31990,ASP5,"Encodes a plastid-localized aspartate aminotransferase.  Does not display any PAT (glutamate/aspartate-prephenate aminotransferase) activity even in the presence of a high concentration of prephenate.",Plastid,GFP,"14754918, 12837943"
AT2G16570,ASE1,"Amidophosphoribosyltransferase (ATase: EC 2.4.2.14) is a key enzyme in the pathway of purine nucleotide biosynthesis",Plastid,GFP,21908688
AT4G04020,FIB,"Fibrillin precursor protein. The fibrillin preprotein, but not the mature protein interacts with ABI2. Regulated by abscisic acid response regulators. Involved in abscisic acid-mediated photoprotection.",Plastid,GFP,16414959
AT3G17810,PYD1,"Encodes a protein predicted to have dihydropyrimidine dehydrogenase activity. Its activity has not been demonstrated in vivo, but, it is required for efficient uracil catabolism in Arabidopsis. It localizes to the plastid.",Plastid,GFP,19413687
AT2G01140,PDE345,"Aldolase superfamily protein; FUNCTIONS IN: fructose-bisphosphate aldolase activity; INVOLVED IN: response to oxidative stress, response to cadmium ion, pentose-phosphate shunt; LOCATED IN: mitochondrion, chloroplast, plastoglobule; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Aldolase-type TIM barrel (InterPro:IPR013785), Fructose-bisphosphate aldolase, class-I (InterPro:IPR000741); BEST Arabidopsis thaliana protein match is: fructose-bisphosphate aldolase 2 (TAIR:AT4G38970.1); Has 4797 Blast hits to 4792 proteins in 909 species: Archae - 0; Bacteria - 723; Metazoa - 1159; Fungi - 8; Plants - 476; Viruses - 0; Other Eukaryotes - 2431 (source: NCBI BLink).",Plastid,"GFP ",19036033
AT1G77590,LACS9,"Encodes major plastidic long chain acyl-CoA synthetase with a slight substrate preference of oleic acid over any of the other fatty acids.",Plastid,GFP,12177483
AT1G06950,TIC110,"Encodes a protein thought to be a part of the translocon at the chloroplast inner envelope. Involved in protein import into the chloroplast and chloroplast biogenesis.",Plastid,Immunolocalization,15659100
AT4G13430,IIL1,"Encodes a methylthioalkylmalate isomerase involved in glucosinolate biosynthesis.",Plastid,Immunolocalization,20663849
AT5G01500,TAAC,"encodes an ATP/ADP carrier that is located to the thylakoid membrane involved in providing ATP during thylakoid biogenesis and turnover",Plastid,Immunolocalization,"23085732, 17261580"
AT4G23430,TIC32-IVA,"NAD(P)-binding Rossmann-fold superfamily protein; FUNCTIONS IN: oxidoreductase activity, binding, catalytic activity; INVOLVED IN: oxidation reduction, metabolic process; LOCATED IN: chloroplast, chloroplast inner membrane, chloroplast envelope; CONTAINS InterPro DOMAIN/s: NAD(P)-binding domain (InterPro:IPR016040), Glucose/ribitol dehydrogenase (InterPro:IPR002347), Short-chain dehydrogenase/reductase SDR (InterPro:IPR002198); BEST Arabidopsis thaliana protein match is: NAD(P)-binding Rossmann-fold superfamily protein (TAIR:AT4G23420.2); Has 56620 Blast hits to 56555 proteins in 2988 species: Archae - 459; Bacteria - 37469; Metazoa - 4316; Fungi - 3435; Plants - 1731; Viruses - 0; Other Eukaryotes - 9210 (source: NCBI BLink).",Plastid,Immunoprecipitation,15180984
AT4G02510,TOC159,"An integral membrane GTPase that functions as a transit-sequence receptor required for the import of proteins necessary for chloroplast biogenesis. Located in the outer chloroplast membrane. Phosphorylation of the G-domains regulate translocon assembly.",Plastid,"Protein import assay",23063942
AT3G47520,MDH,"Encodes a protein with NAD-dependent malate dehydrogenase activity, located in chloroplasts.",Plastid,"Protein import assay",9774405
AT3G60750," ","Transketolase; FUNCTIONS IN: catalytic activity, transketolase activity; INVOLVED IN: response to cadmium ion, response to salt stress; LOCATED IN: chloroplast stroma, chloroplast, chloroplast envelope; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 17 growth stages; CONTAINS InterPro DOMAIN/s: Transketolase, bacterial-like (InterPro:IPR005478), Transketolase, N-terminal (InterPro:IPR005474), Transketolase, C-terminal (InterPro:IPR005476), Transketolase-like, C-terminal (InterPro:IPR015941), Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II (InterPro:IPR009014), Transketolase-like, pyrimidine-binding domain (InterPro:IPR005475), Transketolase binding site (InterPro:IPR020826); BEST Arabidopsis thaliana protein match is: Transketolase (TAIR:AT2G45290.1); Has 19296 Blast hits to 19203 proteins in 2759 species: Archae - 202; Bacteria - 11440; Metazoa - 321; Fungi - 314; Plants - 204; Viruses - 0; Other Eukaryotes - 6815 (source: NCBI BLink).",Plastid,"Protein import assay",8980496
AT2G16640,TOC132,"multimeric translocon complex in the outer envelope membrane 132 (TOC132); FUNCTIONS IN: transmembrane receptor activity; INVOLVED IN: protein targeting to chloroplast; LOCATED IN: chloroplast outer membrane, membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Chloroplast protein import component Toc86/159 (InterPro:IPR005690), AIG1 (InterPro:IPR006703); BEST Arabidopsis thaliana protein match is: translocon outer complex protein 120 (TAIR:AT3G16620.1); Has 7054 Blast hits to 4909 proteins in 545 species: Archae - 31; Bacteria - 596; Metazoa - 2433; Fungi - 793; Plants - 579; Viruses - 84; Other Eukaryotes - 2538 (source: NCBI BLink).",Plastid,"Protein import assay",23063942
AT5G05000,"TOC34 / OEP34","Outer membrane GTPase protein that may function in import of nuclear encoded proteins into the chloroplast. Phosphorylation of the G-domains regulate translocon assembly.",Plastid,"Protein import assay",23063942
AT2G43950,OEP37,"Constitutes a peptide sensitive ion  channel in chloroplast outer membranes. Accumulates in germinating  seeds and developing embryos.",Plastid,"Protein import assay",16624824
AT2G45290," ","Transketolase; FUNCTIONS IN: catalytic activity, transketolase activity; INVOLVED IN: response to cadmium ion; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Transketolase, bacterial-like (InterPro:IPR005478), Transketolase, N-terminal (InterPro:IPR005474), Transketolase, C-terminal (InterPro:IPR005476), Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II (InterPro:IPR009014), Transketolase-like, C-terminal (InterPro:IPR015941), Transketolase-like, pyrimidine-binding domain (InterPro:IPR005475), Transketolase binding site (InterPro:IPR020826); BEST Arabidopsis thaliana protein match is: Transketolase (TAIR:AT3G60750.1); Has 19460 Blast hits to 19400 proteins in 2776 species: Archae - 200; Bacteria - 11520; Metazoa - 310; Fungi - 312; Plants - 211; Viruses - 0; Other Eukaryotes - 6907 (source: NCBI BLink).",Plastid,"Protein import assay",8980496
AT5G42080,DL1,"Encodes a dynamin-like protein related to phragmoplastin. Mutations in this gene, in combination with mutation in ADL1E, result in defects in embryogenesis, cell plate formation and trichome branching.  Also controls vascular patterning in combination with VAN3 and GNOM. DRP2B and DRP1A participate together in clathrin-coated vesicle formation during endocytosis.",PM,GFP,"20231465, 12671086"
AT1G59870,"PDR8 / PEN3","ATP binding cassette transporter. Localized to the plasma membrane in uninfected cells. In infected leaves, the protein concentrated at  infection sites. Contributes to nonhost resistance to inappropriate pathogens that enter by direct penetration in a salicylic acid?dependent manner. Required for mlo resistance.  Has Cd transporter activity (Cd2+ extrusion pump) and contributes to heavy metal resistance.",PM,GFP,16473969
AT5G57110,ACA8,"Arabidopsis-autoinhibited Ca2+ -ATPase, isoform 8, contains all of the characteristic motifs of Ca2+ -transporting P-type Ca2+ -ATPases and is localized to the plasma membrane.",PM,GFP,"16267044, 16230331"
AT1G14830,DL1C,"Encodes a dynamin-like protein that is involved in mitochondrial morphogenesis and pollen development. Protein is localized as speckles in the cytoplasm, partially co-localizes with mitochondrial markers, cell plate of dividing cells, and the tip of root hairs, root cap cells, and expanding part of trichoblasts.",PM,GFP,18502847
AT1G59610,DL3,"A high molecular weight GTPase whose GTP-binding domain shows a low homology to those of other plant dynamin-like proteins.Contains a pleckstrin homologous domain. DRP2B and DRP1A participate together in clathrin-coated vesicle formation during endocytosis.",PM,GFP,20231465
AT2G47000,"ABCB4 / MDR4 / PGP4 ","Encodes an auxin efflux transmembrane transporter that is a member of the multidrug resistance  P-glycoprotein (MDR/PGP) subfamily of ABC transporters. Functions in the basipetal  redirection of auxin from the root tip. Exhibits apolar plasma membrane localization in the root cap and polar localization in tissues above and is involved in root hair elongation.",PM,GFP,22492845
AT4G03550,"GSL5 / PMR4","Encodes a callose synthase that is required for wound and papillary callose formation in response to fungal pathogens Erysiphe and Blumeria.  Mutants are resistant to P. parasitica and exhibit an exaggerated PR1 response.Contributes to PAMP-induced basal defense.",PM,GFP,23335625
AT4G30190,HA2,"belongs to the P-type ATPase superfamily of cation-transporting ATPases, pumps protons out of the cell, generating a proton gradient that drives the active transport of nutrients by proton symport. has two autoinhibitory  regions within the C-terminal dom",PM,"Immunogold labeling","16831869, 15923333, 15722471, 11226186"
AT4G12420,SKU5,"Encodes a protein of unknown function involved in directed root tip growth. It is a member of 19-member gene family and is distantly related structurally to the multiple-copper oxidases ascorbate oxidase and laccase, though it lacks the copper-binding domains. The protein is glycosylated and GPI-anchored. It is localized to the plasma membrane and the cell wall. The gene is expressed most strongly in expanding tissues.",PM,GFP,12119380
AT5G61900,BON1,"Encodes a plasma-membrane localized, copine-like protein, which is a member of a newly identified class of calcium-dependent, phospholipid binding proteins that are present in a wide range of organisms. Mutants exhibit temperature-sensitive growth defects and increased hypersensitive response where permissive conditions are low temperature (22 degrees Celsius) and low humidity. Gene is expressed at 22 but not at 28 (restrictive condition) degrees. Lethality of double mutants with BON3 can be partially suppressed by SNC1. Double mutants show defects in development that are genetically separable from hypersensitive/cell death response.",PM,GFP,11544183
AT2G18960,HA1,"Encodes a plasma membrane proton ATPase.  Mutants have a reduced ability to close their stomata in response to drought and are affected in stomatal but not seed responsiveness to ABA.",PM,GFP,21617383
AT1G52760,LysoPL2,"Encodes a lysophospholipase 2 (LysoPL2). Involved in tolerance to cadmium-induced oxidative stress.  Binds Acyl-CoA-binding protein 2 (ACBP2).",PM,GFP,20345607
AT3G01290,HIR2,"SPFH/Band 7/PHB domain-containing membrane-associated protein family; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: mitochondrion, plasma membrane, vacuole, membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Band 7 protein (InterPro:IPR001107); BEST Arabidopsis thaliana protein match is: SPFH/Band 7/PHB domain-containing membrane-associated protein family (TAIR:AT5G62740.1); Has 7523 Blast hits to 7522 proteins in 1968 species: Archae - 210; Bacteria - 4831; Metazoa - 573; Fungi - 279; Plants - 280; Viruses - 3; Other Eukaryotes - 1347 (source: NCBI BLink).",PM,GFP,15060130
AT4G20260,"PCAP1 / DREPP","Encodes a Ca2+ and Cu2+ binding protein. N-terminal myristylation on glycine 2 appears to enable it to associate tightly with the plasma membrane. Recombinant PCaP1 interacts strongly with phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and  PtdIns (3,4,5)P3, and weakly with PtdIns(3,5)P2 and PtdIns(4,5). It also interacts with calmodulin (CaM) in a calcium-dependent manner. CaM does not interfere with PCaP1 membrane localization but does weaken interactions between it and the PtdInsPs. PCaP1 has an apparent Kd of 10 uM for Cu2+ and can bind six ions per protein. Transcript levels for PCaP1 first fall and then rise following exposure to CuCl2. Mannitol, sorbitol, and the flg22 oligopeptide also increase expression levels.",PM,GFP,15060130
AT3G51550,FER,"Encodes a synergid-expressed, plasma-membrane localized receptor-like kinase that accumulates asymetrically in the synergid membrnane at the filiform apparatus and mediates male-female gametophyte interactions during pollen tube reception.  Also involved in powdery mildew infection.",PM,GFP,17673660
AT3G47200," ","Plant protein of unknown function (DUF247); INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: callus; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF247, plant (InterPro:IPR004158); BEST Arabidopsis thaliana protein match is: Plant protein of unknown function (DUF247) (TAIR:AT3G47250.3); Has 1078 Blast hits to 998 proteins in 18 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1078; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",PM,GFP,16618929
AT5G62740,HIR1,"HYPERSENSITIVE-INDUCED RESPONSE PROTEIN 1 (HIR1); INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: plasma membrane, vacuole, membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Band 7 protein (InterPro:IPR001107); BEST Arabidopsis thaliana protein match is: SPFH/Band 7/PHB domain-containing membrane-associated protein family (TAIR:AT1G69840.7); Has 5648 Blast hits to 5647 proteins in 1784 species: Archae - 171; Bacteria - 3783; Metazoa - 267; Fungi - 306; Plants - 270; Viruses - 3; Other Eukaryotes - 848 (source: NCBI BLink).",PM,GFP,15319477
AT4G35100,PIP3,"a member of the plasma membrane intrinsic protein PIP. functions as aquaporin. Salt-stress-inducible MIP",PM,GFP,"16236160, 10737809"
AT4G13510,AMT1-1,"Encodes a plasma membrane localized ammonium transporter.  Contains a cytosolic trans-activation domain essential for ammonium uptake.",PM,GFP,17026539;16917981
AT3G20410,CPK9,"calmodulin-domain protein kinase CDPK isoform 9 (CPK9)",PM,GFP,12913141
AT1G70940,PIN3,"A regulator of auxin efflux and involved in differential growth. PIN3 is expressed in gravity-sensing tissues, with PIN3 protein accumulating predominantly at the lateral cell surface. PIN3 localizes to the plasma membrane and to vesicles. In roots, PIN3 is expressed without pronounced polarity in tiers two and three of the columella cells, at the basal side of vascular cells, and to the lateral side of pericycle cells of the elongation zone. PIN3 overexpression inhibits root cell growth. Protein phosphorylation plays a role in regulating PIN3 trafficking to  the plasma membrane.",PM,GFP,22519832
AT1G14870,PCR2,"PCR2 encodes a membrane protein involved in zinc transport and detoxification.",PM,GFP,20647347
AT2G45960,PIP1B,"a member of the plasma membrane intrinsic protein subfamily PIP1. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed ubiquitously and protein level decreases slightly during leaf development.",PM,"Immunolocalization in membrane fractions","18573191, 16236160, 16183846, 10737809"
AT3G11820,SYP121,"Encodes a syntaxin localized at the plasma membrane (SYR1, Syntaxin Related Protein 1, also known as SYP121, PENETRATION1/PEN1).  SYR1/PEN1 is a member of the SNARE superfamily proteins.  SNARE proteins are involved in cell signaling, vesicle traffic, growth and development.  SYR1/PEN1 functions in positioning anchoring of the KAT1 K+ channel protein at the plasma membrane. Transcription is upregulated by abscisic acid, suggesting a role in ABA signaling.  Also functions in non-host resistance against barley powdery mildew, Blumeria graminis sp. hordei.  SYR1/PEN1 is a nonessential component of the preinvasive resistance against Colletotrichum fungus. Required for mlo resistance. The syp121 point mutation results in stomatal phenotypes that reduce CO2 assimilation, slow vegetative growth and increase water use efficiency in the whole plant, conditional upon high light intensities and low relative humidity.",PM,YFP,"20735773, 20012673, 19098073, 19000165, 18273019, 16570657, 15703292, 15342965, 14586469"
AT5G20230,BCB,"Al-stress-induced gene",PM,GFP,16143720
AT3G52400,SYP122,"syntaxin protein, involved in the negative regulation of defense pathways such as programmed cell death, salicylic acid signalling pathway, jasmonic acid signalling pathway",PM,GFP,"19098073, 15342965"
AT2G37170,PIP2B,"a member of the plasma membrane intrinsic protein subfamily PIP2. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed specifically in the vascular bundles and protein level increases slightly during leaf dev",PM,Immunolocalization,7920711
AT1G43170,RPL3A,"Encodes a cytoplasmic ribosomal protein.",Ribosome,"Homology to rat r-protein",11598216
AT3G09630,RPL4A,"Ribosomal protein L4/L1 family; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: in 9 components; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L4/L1e (InterPro:IPR002136), Ribosomal protein L4/L1e, eukaryotic/archaeal, conserved site (InterPro:IPR013000); BEST Arabidopsis thaliana protein match is: Ribosomal protein L4/L1 family (TAIR:AT5G02870.1); Has 1142 Blast hits to 1141 proteins in 405 species: Archae - 316; Bacteria - 17; Metazoa - 269; Fungi - 177; Plants - 117; Viruses - 0; Other Eukaryotes - 246 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT1G72370,RPSaA,"acidic protein associated to 40S ribosomal subunit of ribosomes. Involved in polysome formation during active protein synthesis. Expressed in actively growing tissue.",Ribosome,"Homology to rat r-protein",11598216
AT5G02870,RPL4D,"Ribosomal protein L4/L1 family; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: in 8 components; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L4/L1e (InterPro:IPR002136), Ribosomal protein L4/L1e, eukaryotic/archaeal, conserved site (InterPro:IPR013000); BEST Arabidopsis thaliana protein match is: Ribosomal protein L4/L1 family (TAIR:AT3G09630.1); Has 1138 Blast hits to 1137 proteins in 402 species: Archae - 316; Bacteria - 12; Metazoa - 270; Fungi - 177; Plants - 117; Viruses - 0; Other Eukaryotes - 246 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT1G04480,RPL14,"Ribosomal protein L14p/L23e family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: ribosome, intracellular; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L14b/L23e (InterPro:IPR000218), Ribosomal protein L14 conserved site (InterPro:IPR019972); BEST Arabidopsis thaliana protein match is: Ribosomal protein L14p/L23e family protein (TAIR:AT3G04400.1); Has 9301 Blast hits to 9300 proteins in 3178 species: Archae - 321; Bacteria - 5427; Metazoa - 383; Fungi - 266; Plants - 815; Viruses - 0; Other Eukaryotes - 2089 (source: NCBI BLink).",Ribosome,Homology,17934214
AT1G33120,RPL9,"Ribosomal protein L6 family; FUNCTIONS IN: structural constituent of ribosome, rRNA binding; INVOLVED IN: translation; LOCATED IN: in 7 components; EXPRESSED IN: fruit, cultured cell, leaf; CONTAINS InterPro DOMAIN/s: Ribosomal protein L6 (InterPro:IPR000702), Ribosomal protein L6, alpha-beta domain (InterPro:IPR020040), Ribosomal protein L6, conserved site-2 (InterPro:IPR002359); BEST Arabidopsis thaliana protein match is: Ribosomal protein L6 family (TAIR:AT1G33140.1); Has 1644 Blast hits to 1643 proteins in 495 species: Archae - 312; Bacteria - 169; Metazoa - 422; Fungi - 179; Plants - 339; Viruses - 0; Other Eukaryotes - 223 (source: NCBI BLink).",Ribosome,Homology,17934214
AT5G20290,RPS8A,"Ribosomal protein S8e family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, ribosome biogenesis; LOCATED IN: in 8 components; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S8e (InterPro:IPR001047), Ribosomal protein S8e, conserved site (InterPro:IPR018283), Ribosomal protein S8e/ribosomal biogenesis NSA2= (InterPro:IPR022309); BEST Arabidopsis thaliana protein match is: Ribosomal protein S8e family protein (TAIR:AT5G59240.1); Has 1084 Blast hits to 1080 proteins in 433 species: Archae - 252; Bacteria - 1; Metazoa - 368; Fungi - 161; Plants - 120; Viruses - 0; Other Eukaryotes - 182 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT3G04840,RPS3aA,"Ribosomal protein S3Ae; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic small ribosomal subunit, cytosolic ribosome, plasma membrane, chloroplast; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S3Ae, conserved site (InterPro:IPR018281), Ribosomal protein S3Ae (InterPro:IPR001593); BEST Arabidopsis thaliana protein match is: Ribosomal protein S3Ae (TAIR:AT4G34670.1); Has 1367 Blast hits to 1362 proteins in 410 species: Archae - 234; Bacteria - 1; Metazoa - 463; Fungi - 247; Plants - 191; Viruses - 0; Other Eukaryotes - 231 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT1G18540,RPL6A,"Ribosomal protein L6 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: in 8 components; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L6, N-terminal (InterPro:IPR005568), Ribosomal protein L6E (InterPro:IPR000915); BEST Arabidopsis thaliana protein match is: Ribosomal protein L6 family protein (TAIR:AT1G74050.1); Has 758 Blast hits to 758 proteins in 286 species: Archae - 33; Bacteria - 0; Metazoa - 332; Fungi - 149; Plants - 117; Viruses - 0; Other Eukaryotes - 127 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT1G48830,RPS7e,"Ribosomal protein S7e family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic small ribosomal subunit, cytosolic ribosome, cell wall, plasma membrane, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S7e (InterPro:IPR000554); BEST Arabidopsis thaliana protein match is: Ribosomal protein S7e family protein (TAIR:AT3G02560.2); Has 785 Blast hits to 785 proteins in 311 species: Archae - 0; Bacteria - 0; Metazoa - 354; Fungi - 147; Plants - 158; Viruses - 0; Other Eukaryotes - 126 (source: NCBI BLink).",Ribosome,Homology,17934214
AT5G10360,RPS6B,"RPS6A and RPS6B are fully redundant and essential during gametogenesis.",Ribosome,"Homology to rat r-protein",11598216
AT4G34670,RPS3aB,"Ribosomal protein S3Ae; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: in 6 components; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S3Ae, conserved site (InterPro:IPR018281), Ribosomal protein S3Ae (InterPro:IPR001593); BEST Arabidopsis thaliana protein match is: Ribosomal protein S3Ae (TAIR:AT3G04840.1); Has 1362 Blast hits to 1357 proteins in 408 species: Archae - 234; Bacteria - 1; Metazoa - 463; Fungi - 247; Plants - 191; Viruses - 0; Other Eukaryotes - 226 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT2G41840,RPS2C,"Ribosomal protein S5 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic small ribosomal subunit, cytosolic ribosome, nucleolus, membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S5, eukaryotic/archaeal (InterPro:IPR005711), Ribosomal protein S5, N-terminal (InterPro:IPR013810), Double-stranded RNA-binding-like (InterPro:IPR014720), Ribosomal protein S5, C-terminal (InterPro:IPR005324), Ribosomal protein S5 domain 2-type fold (InterPro:IPR020568), Ribosomal protein S5 (InterPro:IPR000851), Ribosomal protein S5 domain 2-type fold, subgroup (InterPro:IPR014721), Ribosomal protein S5, N-terminal, conserved site (InterPro:IPR018192); BEST Arabidopsis thaliana protein match is: Ribosomal protein S5 family protein (TAIR:AT1G59359.1); Has 11596 Blast hits to 10181 proteins in 2924 species: Archae - 262; Bacteria - 5281; Metazoa - 2114; Fungi - 831; Plants - 413; Viruses - 20; Other Eukaryotes - 2675 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT3G48930,RPS11A,"embryo defective 1080 (EMB1080); FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, embryo development ending in seed dormancy; LOCATED IN: cytosolic small ribosomal subunit, cytosolic ribosome, cell wall, membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nucleic acid-binding, OB-fold-like (InterPro:IPR016027), Nucleic acid-binding, OB-fold (InterPro:IPR012340), Ribosomal protein S17, archaeal (InterPro:IPR019978), Ribosomal protein S17, conserved site (InterPro:IPR019979), Ribosomal protein S17 (InterPro:IPR000266); BEST Arabidopsis thaliana protein match is: ribosomal protein S11-beta (TAIR:AT5G23740.1); Has 1290 Blast hits to 1288 proteins in 469 species: Archae - 240; Bacteria - 242; Metazoa - 305; Fungi - 148; Plants - 140; Viruses - 0; Other Eukaryotes - 215 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT1G22780,PFL/RPS18,"S18 ribosomal protein involved in the binding of f-Met tRNA during initiation of mRNA translation. Expression restricted to meristems. Mutant phenotype-pointed first leaves,reduced fresh weight, growth retardation.",Ribosome,Homology,17934214
AT1G02780,"RPL19 / EMB2386","embryo defective 2386 (emb2386); FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, ribosome biogenesis, embryo development ending in seed dormancy; LOCATED IN: in 6 components; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L19/L19e (InterPro:IPR000196), Ribosomal protein L19/L19e, domain 3 (InterPro:IPR015974), Ribosomal protein L19/L19e, domain 1 (InterPro:IPR015972); BEST Arabidopsis thaliana protein match is: Ribosomal protein L19e family protein (TAIR:AT3G16780.1); Has 1157 Blast hits to 1157 proteins in 410 species: Archae - 291; Bacteria - 0; Metazoa - 330; Fungi - 173; Plants - 159; Viruses - 0; Other Eukaryotes - 204 (source: NCBI BLink).",Ribosome,Homology,17934214
AT2G27710,RPP2B,"60S acidic ribosomal protein family; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translational elongation, response to cold; LOCATED IN: in 8 components; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein 60S (InterPro:IPR001813); BEST Arabidopsis thaliana protein match is: 60S acidic ribosomal protein family (TAIR:AT2G27720.1); Has 1875 Blast hits to 1874 proteins in 360 species: Archae - 31; Bacteria - 1; Metazoa - 679; Fungi - 442; Plants - 437; Viruses - 0; Other Eukaryotes - 285 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
