SeqID	Mono_NLS_Signal26	Transmembrane_signal2	AutoCorrelatuion|d=2|0-100|volume	AutoCorrelatuion|d=3|0-20|hydrophob	AutoCorrelatuion|d=1|-90--1|hydrophob	AutoCorrelatuion|d=6|0-50|charge	AutoCorrelatuion|d=2|0--1|charge	hist_normed|0-20|aminoacid|A	hist_normed|0-20|aminoacid|C	Paacount|d=5|0-100|aminoacid|L	hist|0-110|aminoacid|W	maxPaacount|0-150|aminoacid|K	hist|0-160|aminoacid|D	maxPaacountNormed|-60--1|aminoacid|S	maxPaacount|0--1|aminoacid|I	maxPaacountNormed|0-50|hydrophob|2	Paacount|d=4|0-190|hydrophob|2	Paacount|d=4|0-40|polar|1	hist_normed|0-30|charged|1	hist_normed|0-90|charged|2	maxPaacountNormed|-80--1|charged|2	minPaacount|50--40|charged|2	maxPaacountNormed|0-10|size|0	hist|0-170|aliphatic_helix|2	0005737	0003824	0005783	0003676	0043234	0006096	0002119	n114	n116	n117	n118	n119	n121	GO:0005739	GO:0005783	GO:0005764	
Q9D8T7	27.056	1.595	18091.945102	0.299482	0.206202	42.919245	39.615219	0.266667	0	0	2	0.010526	3	0.017241	0.018868	0.049645	0.06422	0.027778	0	0.73913	0.038462	0	0.333333	39	1	0	0	1	0	0	0	0.044525	0.136724	0.421703	0.303479	0.046129	0.009805	1	0	0	Mitochondrion
Q05186	44.516	4.662	17443.495816	0.465312	0.174534	41.783205	34.145946	0.222222	0	0.021053	1	0.022388	17	0	0.006231	0.102041	0.086022	0.083333	0.012821	0.275862	0.025641	0.00097	0.125	61	0	0	1	0	0	0	0	0.135343	0.250813	0.213244	0.204943	0.043018	0.04232	0	1	0	Endoplasmic_reticulum
Q9CRB9	67.642	1.27	17311.088776	0.104943	0.200405	35.70116	38.768535	0.086957	0	0	0	0.014599	7	0.008772	0.004673	0.040816	0.05914	0.194444	0.125	0.375	0.012987	0.002561	0.222222	67	0	0	0	0	0	0	0	0.035481	0.118039	0.459769	0.292143	0.031588	0.0363	1	0	0	Mitochondrion
Q91YD4	57.154	12.367	17577.202551	0.059895	0.211816	39.067225	37.198014	0	0	0	1	0.021739	8	0	0.00668	0.081633	0.107527	0.083333	0.034483	0.073059	0.038462	0.000588	0.047619	68	0	0	0	0	0	0	0	0.210719	0.205014	0.138001	0.070684	0.036701	0.033726	0	0	0	Plasma_membrane
P38647	45.486	3.836	14562.421531	0.237149	0.16213	41.081335	36.348171	0.094595	0	0	1	0.013605	8	0.034483	0.004539	0.040816	0.032258	0.083333	0.010526	0.126316	0.012987	0.00069	0.555556	51	1	0	1	0	0	0	1	0.024101	0.112963	0.463781	0.327219	0.045823	0.004354	1	0	0	Mitochondrion
P62075	28.892	1.395	16548.830319	0.211175	0.218385	35.074861	36.95295	0	0	0	1	0.023529	7	0.004545	0.0125	0.061224	0.119565	0.055556	0.333333	0.857143	0.012821	-1	0.222222	30	0	0	0	0	0	0	0	0.041911	0.136509	0.38074	0.343368	0.030658	0.02196	1	0	0	Mitochondrion
Q9CPR4	47.9	1.732	19082.371633	0.132692	0.194471	43.490825	43.037722	0	0.2	0.010526	3	0.030534	4	0.017241	0.011494	0.03125	0.060773	0.166667	0.111111	0.479167	0.076923	0.000722	0	56	1	0	0	0	0	0	0	0.104362	0.186249	0.1579	0.176459	0.175936	0.11444	0	0	0	60S_Ribosome
Q8BFP9	32.212	3.191	16477.643367	0.337698	0.291327	39.428988	37.320619	0.068966	0.142857	0	0	0.007634	8	0.017241	0.007075	0.041667	0.096774	0	0	0.16129	0.013158	0.000849	0.111111	61	0	0	0	0	0	0	0	0.039554	0.10549	0.401467	0.34173	0.05151	0.00772	1	0	0	Mitochondrion
P62702	46.86	3.106	19500.373571	0.226329	0.244042	45.685911	41.630437	0.1875	0	0	1	0.028986	10	0.017241	0.019608	0.163265	0.102151	0.138889	0.038462	0.37931	0.025974	0.001187	0.0625	41	1	0	0	0	0	0	0	0.089895	0.13479	0.124335	0.147821	0.202369	0.187907	0	0	0	40S_Ribosome
P62274	25.428	1.613	19355.452364	0.207061	0.230391	45.437063	43.21601	0	0	0	1	0.02381	2	0.009259	0.027027	0.081633	0.037736	0.111111	0	0.933333	0.054545	-1	0.047619	17	1	0	0	0	0	0	0	0.076995	0.115157	0.121747	0.130951	0.269458	0.211659	0	0	0	40S_Ribosome
Q3TLP5	26.076	4.806	17240.110102	0.332057	0.264301	39.026273	37.969098	0.045455	0.142857	0	1	0.007143	6	0	0.010676	0.0625	0.129032	0.111111	0.033333	0.315789	0.025641	0.00031	0	47	0	1	0	0	0	0	1	0.031695	0.10587	0.451132	0.24627	0.102914	0.015213	1	0	0	Mitochondrion
P62270	39.568	2.237	19803.126939	0.33783	0.181187	44.524774	44.495486	0	0	0	1	0.021898	9	0	0.014925	0.122449	0.087248	0.166667	0.117647	0.452381	0.076923	0.001235	0	39	1	0	0	0	0	0	0	0.071141	0.122307	0.125394	0.14743	0.270949	0.191998	0	0	0	40S_Ribosome
O70435	33.144	4.29	16613.731633	0.226219	0.175337	34.17878	35.75731	0.038462	0	0.010526	0	0.014706	9	0.002747	0.007905	0.061224	0.091398	0.055556	0.073171	0.289474	0.016667	0.000541	0.125	50	1	0	0	0	1	0	1	0.056326	0.050282	0.036649	0.029382	0.064089	0.664833	0	0	0	Proteasome
Q91WM2	22.984	3.135	16388.000918	0.385555	0.237393	42.03238	37.473333	0.117647	0	0	1	0.007353	6	0.017241	0.005	0.061224	0.086022	0.055556	0	0.218182	0.025641	0.000178	0.222222	53	0	1	0	0	0	0	0	0.029475	0.111471	0.452974	0.251858	0.108277	0.004127	1	0	0	Mitochondrion
Q9DCX2	42.46	2.319	18779.756633	0.385054	0.224671	37.368064	35.792184	0.142857	0	0	3	0.027397	11	0.008772	0.013605	0.061224	0.063291	0.138889	0.074074	0.538462	0.025641	0	0.111111	62	0	0	0	0	0	0	0	0	0.118575	0.430818	0.255447	0.158249	0	1	0	0	Mitochondrion
Q6ZWN5	43.424	2.167	21021.027347	0.187517	0.188697	45.340212	44.129975	0.090909	0.5	0	2	0.021127	8	0.005952	0.016575	0.081633	0.096774	0.194444	0.12	0.45098	0.089744	0.001836	0.0625	45	1	0	0	0	0	0	1	0.078099	0.137749	0.145733	0.134696	0.223092	0.190011	0	0	0	40S_Ribosome
Q9D6J6	36.628	3.255	17247.596837	0.235819	0.260696	41.7651	37.032571	0.217391	0	0.010526	2	0.006993	6	0.001672	0.012931	0.040816	0.069892	0.111111	0	0.441176	0.013158	0	0.125	53	0	0	0	0	0	0	1	0.02642	0.109406	0.462424	0.267673	0.097685	0	1	0	0	Mitochondrion
Q6P5B0	72.468	3.954	15824.405918	0.246956	0.186933	48.263357	38.65389	0.007576	0	0.010526	1	0.022901	6	0	0.002349	0.020408	0.086022	0.055556	0.006452	0.087156	0.153846	0.001122	0.222222	62	0	0	0	0	0	0	0	0.072894	0.097803	0.074644	0.255234	0.192239	0.272864	0	0	0	Nucleus_-_Nucleolus
Q9QXX4	50.408	4.258	18113.665918	0.252985	0.325533	37.840472	37.404208	0.098592	0	0.010526	0	0.021898	8	0.017544	0.004518	0.122449	0.096774	0.027778	0.043478	0.114943	0.006494	0.000466	0.222222	57	0	0	0	0	0	0	0	0.031727	0.113515	0.449011	0.282284	0.071396	0.01545	1	0	0	Mitochondrion
Q8BXZ1	53.276	6.373	17660.454898	0.28237	0.275731	35.94767	35.244674	0.230769	0.142857	0	4	0.014599	11	0.034483	0.009112	0.183673	0.123656	0.138889	0.014085	0.213115	0.025641	0.000469	0.125	50	0	0	1	0	0	0	0	0.129312	0.251697	0.205499	0.181792	0.048501	0.040618	0	0	0	Endoplasmic_reticulum
P19324	31.952	4.021	15547.845204	0.445523	0.24997	36.665283	37.652296	0.105263	0.333333	0.042105	0	0.007519	4	0.008772	0.002513	0.102041	0.096774	0.055556	0.038462	0.112676	0.013158	0.000896	0.041667	54	1	0	0	0	0	0	0	0.162449	0.168431	0.27066	0.129882	0.022042	0.025838	0	1	0	Endoplasmic_reticulum
Q8K0D5	29.992	3.225	17297.080918	0.310115	0.248883	43.082039	36.76643	0.076923	0	0.010526	3	0.014706	8	0.008772	0.008086	0.061224	0.091398	0.055556	0.010417	0.158879	0.012987	0.000638	0.222222	44	1	0	0	0	0	0	0	0.019488	0.099557	0.456337	0.262325	0.123145	0.005495	1	0	0	Mitochondrion
Q6NS46	132.146	4.146	18858.267143	0.135165	0.228543	38.049172	38.169992	0.01	0	0.010526	0	0.061224	5	0.017241	0.002711	0.040816	0.11828	0.277778	0.020747	0.06875	0.038462	0.001583	0.04	65	0	0	0	0	0	0	0	0.188337	0.13042	0.068893	0.176487	0.147059	0.188464	0	0	0	Nucleus_-_Nucleolus
Q91VR2	58.138	2.359	18549.374082	0.34664	0.23338	42.856776	37.293277	0.088235	0.333333	0	1	0.035714	6	0.011905	0.013559	0.06383	0.075269	0.083333	0.028571	0.454545	0.006494	0.000392	0.111111	44	0	0	0	0	0	0	0	0.045268	0.123073	0.430379	0.284595	0.063182	0.009487	1	0	0	Mitochondrion
Q64433	23.16	2.097	17194.339184	0.296987	0.283964	38.119763	37.591158	0.285714	0	0.010526	0	0.034483	8	0.003145	0	0.163265	0.080808	0.138889	0.2	0.8125	0.006667	-1	0.111111	27	1	0	0	0	0	0	0	0.025199	0.110452	0.468935	0.261583	0.070776	0.02504	1	0	0	Mitochondrion
Q8VCM8	33	7.745	18423.406735	0.304902	0.306119	34.512592	36.703218	0.032787	0.2	0.031579	0	0	7	0	0.003676	0.22449	0.123656	0.083333	0.0625	0.109589	0.032468	0.001092	0.111111	56	0	0	0	0	0	0	0	0.096205	0.229396	0.266675	0.187831	0.058276	0.039309	0	1	0	Endoplasmic_reticulum
Q9D0S9	23.996	2.682	16044.903469	0.320787	0.295183	41.005508	39.392843	0.307692	0	0.021053	0	0.007634	9	0	0.006667	0.040816	0.075	0.055556	0	0.44	0.025641	0	0.222222	50	1	1	0	0	0	0	0	0.036201	0.080508	0.431911	0.270808	0.1041	0.01799	1	0	0	Mitochondrion
Q8K363	124.356	4.636	17253.603878	0.131107	0.241022	42.166213	39.050328	0.025	0	0.021053	0	0.07483	10	0.017241	0.0078	0.03125	0.037634	0.305556	0.025	0.170732	0.076923	0.001206	0	68	1	0	0	1	0	0	1	0.084437	0.107531	0.081667	0.286895	0.167126	0.205293	0	0	0	Nucleus_-_Nucleolus
Q8K2B3	31.256	2.91	15545.761633	0.251299	0.187404	42.527277	37.028013	0.04918	0	0.010526	1	0.007576	8	0	0.004608	0.041667	0.080645	0	0	0.115789	0.038462	0.000379	0.222222	51	1	0	0	0	0	0	0	0.034238	0.107875	0.457088	0.292188	0.059416	0.007466	1	0	0	Mitochondrion
P09103	29.828	3.81	17411.656122	0.374805	0.192042	33.171423	34.733768	0.117647	0.125	0.021053	2	0.021739	9	0	0.006073	0.163265	0.064516	0.111111	0.05102	0.175676	0.012821	0.000667	0.0625	51	0	0	1	0	0	0	0	0.115164	0.310551	0.258307	0.20108	0.025737	0.014194	0	1	0	Endoplasmic_reticulum
Q8BKG3	30.572	5.637	17268.709286	0.499301	0.240382	39.065483	36.965306	0.043956	0	0.031579	1	0.007143	8	0.009091	0.004762	0.163265	0.05914	0.055556	0.008197	0.06993	0.012987	0.000662	0.111111	63	0	0	0	0	0	0	0	0.274393	0.21237	0.103785	0.104155	0.011273	0.008846	0	0	0	Plasma_membrane
Q9QZD9	31.868	2.234	17422.147347	0.203693	0.211903	36.89727	35.244698	0	0	0	4	0.007407	13	0.017241	0.006329	0.122449	0.080645	0.166667	0.068182	0.27907	0.019481	0.000302	0	57	0	0	0	0	0	0	0	0.065478	0.056168	0.048243	0.048525	0.084656	0.614593	0	0	0	Cytosol
Q7TMR0	28.288	8.025	18646.669286	0.505298	0.251971	39.035818	35.87906	0.085714	0.083333	0.042105	3	0.007299	9	0.017241	0.012397	0.142857	0.080645	0	0	0.259259	0.038462	0	0.0625	56	0	0	0	0	0	0	0	0.293155	0.454357	0	0	0	0	0	0	1	Lysosome
O88792	34.288	7.851	16497.204592	0.335723	0.329661	35.082427	35.505926	0.05	0	0	1	0.007634	4	0.017241	0.007018	0.142857	0.069892	0.055556	0.035714	0.266667	0.025641	0	0.111111	62	0	0	0	0	0	0	0	0.253603	0.168933	0.104316	0.06342	0.015999	0.018634	0	0	0	Plasma_membrane
Q99KI0	35.092	4.921	20071.583878	0.332484	0.240926	40.099697	37.249706	0.032787	0	0.010526	0	0.022727	8	0	0.009162	0.102041	0.096774	0	0	0.155172	0.012987	0.000789	0.047619	54	0	0	0	0	0	0	0	0.025331	0.105268	0.474092	0.263286	0.084038	0.010326	1	0	0	Mitochondrion
P62852	104.478	2.248	18852.118163	0.079799	0.25979	49.738313	44.159257	0.142857	0	0.031579	1	0.07377	10	0.004902	0.017544	0.061224	0.07377	0.333333	0.333333	0.771429	0.025641	0	0	35	0	0	0	0	0	0	0	0.057579	0.087015	0.088877	0.08824	0.445678	0.125021	0	0	0	40S_Ribosome
P62855	67.944	4.133	18797.16102	0.066475	0.26278	49.363389	47.268054	0.071429	0	0	0	0.026087	4	0.003704	0.010204	0.081633	0.089286	0.25	0	0.757576	0.038961	0	0	33	1	0	0	0	0	0	1	0.079103	0.143352	0.153579	0.166911	0.209339	0.16378	0	0	0	40S_Ribosome
P62858	25.6	1.604	17532.302353	0.286098	0.180824	40.453099	41.104144	0.333333	0	0	0	0.015625	4	0.008772	0.014706	0.061224	0.075758	0.138889	0.1	0.933333	0.025253	-1	0	21	1	0	0	0	0	0	0	0.048527	0.085545	0.076716	0.081267	0.43667	0.180881	0	0	0	40S_Ribosome
Q8CGK3	30.24	4.75	14367.531429	0.326464	0.296624	44.884073	37.416006	0.068493	0.090909	0.010526	6	0.014085	7	0	0.006424	0.122449	0.086022	0	0	0.07483	0.051282	0.001098	0.222222	47	1	0	0	0	0	0	0	0.046389	0.121712	0.409604	0.302389	0.058456	0.011399	1	0	0	Mitochondrion
P62918	52.234	3.128	18241.671531	0.199649	0.2051	49.102875	44.769035	0.076923	0	0	0	0.020134	5	0	0.007937	0.081633	0.048387	0.138889	0	0.384615	0.064103	0.000871	0.04	41	1	0	0	0	0	0	0	0.096604	0.157247	0.147317	0.150435	0.222607	0.103416	0	0	0	60S_Ribosome
P05202	33.916	2.689	16333.654592	0.309715	0.242843	36.811042	37.504475	0.090909	0	0.010526	2	0.015038	6	0.003145	0.007042	0.081633	0.064516	0	0	0.21875	0.013158	0.000327	0.111111	52	1	1	0	0	0	0	0	0.032619	0.109852	0.42891	0.321379	0.059955	0.012194	1	0	0	Mitochondrion
P05201	30.344	4.065	17769.769388	0.430718	0.257428	37.261429	36.360913	0.085714	0	0.031579	1	0.007299	10	0.001316	0.005076	0.102041	0.080645	0.111111	0.086957	0.211538	0.012821	0.000173	0.095238	60	1	1	0	0	0	0	0	0.057199	0.032347	0.01913	0.007069	0.001864	0.828814	0	0	1	Cytosol
B2RWW2	78.25	6.484	17734.867755	0.269813	0.296362	29.841337	34.990292	0.004032	0	0.010526	1	0.048611	8	0.004545	0.001863	0.061224	0.048387	0.138889	0.006163	0.020716	0.025641	0.001496	0.111111	78	0	0	0	0	0	0	0	0.079006	0.287843	0.221135	0.164507	0.103042	0.034944	0	0	0	Endoplasmic_reticulum
Q921S7	39.78	3.427	18051.86898	0.272892	0.314539	42.79705	38.289497	0.172414	0	0	4	0.014184	5	0.017241	0.007264	0.020833	0.080645	0.083333	0	0.25	0.051282	0.001045	0.222222	57	0	0	0	0	0	0	0	0.033204	0.120649	0.429134	0.273219	0.119778	0	1	0	0	Mitochondrion
Q8CFA2	50.624	3.379	18692.789898	0.348207	0.304695	39.934933	37.823183	0.074074	0	0.031579	1	0.007042	12	0.008772	0.005181	0.102041	0.091398	0.111111	0	0.310345	0.038462	0.000751	0.047619	61	1	0	0	0	0	0	0	0.028575	0.122843	0.479588	0.270687	0.052142	0.009406	1	0	0	Mitochondrion
P70441	38.576	2.106	16484.93449	0.285297	0.171298	38.634947	36.901632	0.129032	0.333333	0.021053	0	0.014925	6	0.103448	0.002976	0.102041	0.053763	0.083333	0.050847	0.237288	0.051282	0.000426	0.444444	67	0	0	0	0	0	0	0	0.225574	0.234937	0.116436	0.080717	0.035328	0.163631	0	0	0	Plasma_membrane
Q9DBG6	29.208	5.738	16524.177755	0.415505	0.421728	35.399293	35.423724	0.060606	0	0	0	0.013986	7	0	0.006483	0.061224	0.112903	0.083333	0	0.123077	0.013158	0.00038	0.333333	60	0	0	0	0	0	0	0	0.070356	0.270645	0.289671	0.251156	0.052762	0.008473	0	1	0	Endoplasmic_reticulum
Q9D773	23.336	3.056	16537.438674	0.368157	0.247624	37.100212	42.272655	0.176471	0.2	0.010526	1	0.014286	5	0.003145	0.006944	0.102041	0.043011	0.055556	0	0.280702	0.051282	0.001765	0.111111	52	0	0	0	0	0	0	0	0.050017	0.111958	0.424987	0.275577	0.055191	0.025928	1	0	0	Mitochondrion
P70698	24.396	4.082	17318.319898	0.377177	0.251308	36.879889	36.678507	0.05	0	0.010526	0	0.014085	13	0.034483	0.006861	0.102041	0.123656	0	0	0.101124	0.013158	0.000981	0.111111	52	0	1	0	0	0	0	0	0.089094	0.080252	0.064065	0.088519	0.073437	0.507905	0	0	0	Cytosol
P54071	37.604	2.866	19419.127449	0.269002	0.235236	43.884641	37.680303	0.121212	0.111111	0.010526	3	0.027211	8	0.001515	0.011521	0.021277	0.102151	0.055556	0	0.216216	0.012821	0.001288	0.222222	52	1	0	0	0	0	0	0	0.031759	0.115555	0.413089	0.27383	0.055724	0.075023	1	0	0	Mitochondrion
P62301	40.936	1.772	18757.890918	0.206711	0.248094	41.45353	43.438828	0.153846	0	0.031579	1	0.030303	7	0.017241	0.015038	0.021277	0.081081	0.166667	0	0.473684	0.076923	0.002448	0.125	43	1	0	0	0	0	0	1	0.079254	0.115702	0.121581	0.108841	0.286496	0.172015	0	0	0	40S_Ribosome
Q9Z0X1	35.568	3.398	18098.18551	0.336657	0.27578	45.261455	38.06971	0.039216	0.2	0	1	0.014925	3	0	0.006745	0.072917	0.102151	0.138889	0	0.147727	0.012821	0.00055	0.333333	50	1	0	0	0	0	0	0	0.045614	0.13868	0.400229	0.330956	0.037838	0.005982	1	0	0	Mitochondrion
P21995	31.092	9.21	17133.885204	0.406246	0.284954	35.473441	35.539884	0.105263	0	0.021053	1	0.020979	7	0.005952	0.006309	0.163265	0.091398	0.027778	0.022222	0.23913	0.051282	0.000474	0.095238	58	0	0	0	0	0	0	0	0.258798	0.198891	0.119324	0.092214	0.022047	0.001492	0	0	0	Plasma_membrane
P10852	41.98	7.185	17587.068265	0.134619	0.273973	29.815588	36.315811	0	0	0.021053	4	0.021583	7	0.009091	0.005736	0.041667	0.096774	0.194444	0.142857	0.15873	0.008772	0.00053	0	48	1	1	0	0	0	0	0	0.246582	0.173086	0.114968	0.097938	0.019961	0.002659	0	0	0	Plasma_membrane
Q60692	29.608	2.622	15027.750612	0.276198	0.303172	34.895493	35.260922	0.266667	0	0	1	0	8	0.017241	0.008969	0.061224	0.086022	0.027778	0.153846	0.409091	0.002703	0	0.222222	51	1	0	0	0	1	0	0	0.048778	0.032731	0.022647	0.025838	0.021291	0.804583	0	0	0	Proteasome
P13864	116.42	3.783	18390.912449	0.323775	0.241152	42.299941	37.779906	0.059406	0	0.042105	0	0.015267	8	0.017241	0.003104	0.040816	0.064516	0.194444	0.008511	0.0681	0.038462	0.001248	0.0625	66	0	0	0	0	0	0	0	0.029591	0.045136	0.056537	0.651566	0.126764	0.054941	0	0	0	Nucleus_-_Chromatin
Q9R0X4	40.084	2.835	19916.311939	0.271901	0.282857	42.495308	37.697626	0.142857	0	0.021053	2	0.015038	9	0.008772	0.004762	0.061224	0.11828	0.055556	0	0.306667	0.025641	0.000796	0.111111	59	0	0	0	0	0	0	0	0.031721	0.118612	0.430051	0.258982	0.097954	0.010295	1	0	0	Mitochondrion
Q9CPR5	36.74	3.333	18313.817857	0.260822	0.30725	50.878914	40.736567	0.105263	0.25	0.021053	0	0.007634	7	0.017241	0.007092	0.028369	0.064516	0.166667	0.032258	0.490909	0.025641	0.00043	0.1875	55	0	0	0	0	0	0	0	0.043	0.111793	0.408222	0.225435	0.121604	0.020512	1	0	0	Mitochondrion
P62983	115.266	2.157	19475.493367	0.254549	0.220877	35.274152	41.849146	0	0	0	0	0.059259	9	0.002451	0.014388	0.081633	0.078431	0.138889	0.2	0.5	0.153846	0.006579	0	47	1	0	0	0	1	0	0	0.052042	0.075729	0.093505	0.087353	0.439646	0.166068	0	0	0	40S_Ribosome
P27659	50.028	3.11	17455.873265	0.228688	0.255292	49.171319	42.802633	0.043478	0	0	0	0.049296	7	0	0.0075	0.040816	0.091398	0.166667	0	0.223301	0.089744	0.002815	0.111111	49	1	0	0	0	0	0	0	0.070733	0.185548	0.166506	0.177307	0.196825	0.14398	0	0	0	60S_Ribosome
Q4VA53	46.652	4.066	19324.528878	0.20555	0.138513	38.432827	37.947036	0.01087	0	0.010526	0	0.022556	13	0.051724	0.004895	0.081633	0.150538	0.25	0.024876	0.069231	0.064103	0.001613	0.0625	60	0	0	0	0	0	0	0	0	0	0	0.628486	0.14527	0.162795	0	0	0	Nucleus_-_Chromatin
P63323	41.48	2.366	17303.187755	0.240875	0.26019	36.701218	36.519946	0.266667	0	0.021053	1	0.04386	9	0.001894	0.008696	0.081633	0.116279	0.138889	0.227273	0.52	0.038462	0	0.333333	37	1	0	0	0	0	0	1	0.06072	0.066703	0.083252	0.114801	0.412067	0.186788	0	0	0	40S_Ribosome
P63325	37.988	2.384	21148.949694	0.277416	0.174832	39.513957	42.058413	0.066667	0	0	2	0.020979	6	0.001453	0.006579	0.122449	0.055556	0.111111	0.157895	0.513514	0.038462	0.001994	0	54	1	0	0	0	0	0	0	0.070405	0.122294	0.119725	0.161371	0.197855	0.252448	0	0	0	40S_Ribosome
Q8BK67	47.276	2.393	13199.061122	0.158204	0.245587	44.919944	38.187062	0.06	0	0	1	0.015267	4	0.017241	0.005859	0	0.026882	0.138889	0.035714	0.230769	0.012987	0.000685	0.222222	51	0	0	0	0	0	0	0	0.023053	0.0696	0.097032	0.452837	0.221885	0.111565	0	0	0	Nucleus_-_Chromatin
Q62425	30.076	6.105	18659.885926	0.349999	0.293274	38.819078	38.034414	0.166667	0	0.012821	2	0.026667	4	0.003145	0.015385	0.163265	0.075949	0.055556	0	0.923077	0.051282	-1	0.0625	28	0	0	0	0	0	0	0	0.025832	0.116636	0.474581	0.283645	0.061647	0.004038	1	0	0	Mitochondrion
Q8BH04	22.844	4.07	16577.984898	0.321803	0.217819	42.956733	37.259413	0	0	0.021053	3	0.007576	6	0.005952	0.003082	0.102041	0.080645	0	0	0.151163	0.008772	0.000629	0.0625	60	1	0	0	0	0	0	0	0.027937	0.121608	0.46759	0.307646	0.03807	0.010746	1	0	0	Mitochondrion
Q9QXT0	33.056	4.44	18362.212245	0.515534	0.157383	37.399761	35.033048	0.25	0	0.021053	4	0.007299	11	0.005952	0.011561	0.122449	0.111732	0.055556	0.027778	0.433333	0.025641	0	0.0625	62	0	0	0	0	0	0	0	0.128516	0.267838	0.19533	0.213754	0.045002	0.028232	0	1	0	Endoplasmic_reticulum
Q9CXW4	59.442	4.491	18837.155306	0.133738	0.256919	38.347596	40.018329	0.090909	0	0.010526	0	0.021583	7	0.00271	0.024691	0.122449	0.074286	0.25	0.217391	0.540541	0.064103	0.000856	0.041667	48	1	0	0	0	0	0	0	0.082275	0.128546	0.125232	0.115778	0.316248	0.092287	0	0	0	60S_Ribosome
P08003	37.144	3.593	17778.390102	0.48864	0.214692	27.350086	35.666623	0.056604	0	0.031579	3	0.014925	17	0.001894	0.0064	0.142857	0.080645	0.111111	0.026549	0.070707	0.038462	0.000728	0	67	0	0	1	0	0	0	0	0.129781	0.255898	0.211556	0.180895	0.052606	0.017479	0	1	0	Endoplasmic_reticulum
P61255	59.832	1.971	20109.598061	0.152815	0.197648	48.307076	46.533469	0	0	0	0	0.05303	5	0	0.015873	0.040816	0.049296	0.222222	0.0625	0.586957	0.064935	0.001508	0	47	1	0	0	0	0	0	1	0.063904	0.146414	0.163539	0.146822	0.278951	0.127305	0	0	0	60S_Ribosome
Q6ZQ88	54.118	5.72	10492.516633	0.305868	0.301082	33.675786	36.955419	0.148936	0	0	0	0.013605	3	0.008772	0.005945	0.003322	0.016129	0.027778	0.009709	0.063636	0.004386	0.000501	0.444444	68	0	0	0	0	0	0	0	0.04971	0.062997	0.073895	0.456958	0.170263	0.115573	0	0	0	Nucleus_-_Chromatin
P23242	29.792	8.07	19342.809796	0.330027	0.157035	35.709529	37.490642	0.115385	0	0	4	0.021429	5	0.051724	0.010499	0.204082	0.177419	0.027778	0.054054	0.148148	0.012821	0.000719	0.111111	46	0	0	0	0	0	0	0	0.202306	0.194921	0.152557	0.13616	0.043018	0.018092	0	0	1	Plasma_membrane
Q9QZ23	34.992	4.018	18764.997755	0.271397	0.228884	45.57118	35.731687	0.333333	0.166667	0	1	0.007299	6	0.034483	0.012097	0.081633	0.123656	0.166667	0.026316	0.516129	0.012987	0	0.333333	58	0	0	0	0	0	0	0	0.016954	0.110096	0.51128	0.262339	0.067973	0.008888	1	0	0	Mitochondrion
Q9JLF6	40.128	3.494	14009.642245	0.197602	0.239173	42.631051	36.584278	0	0	0	4	0	12	0.017857	0.003741	0.020408	0.05914	0.138889	0.041237	0.166667	0.003333	0.000636	0.095238	70	1	0	0	0	0	0	0	0.200391	0.155322	0.147972	0.093224	0.031117	0.007375	0	0	0	Plasma_membrane
Q9D855	41.996	1.9	20797.600306	0.276577	0.199948	37.180729	38.9327	0.333333	0	0	4	0.028571	9	0	0.010417	0.040816	0.074074	0.111111	0.045455	0.703704	0.064103	0	0.444444	35	0	0	0	0	0	0	0	0.030294	0.090209	0.441259	0.282519	0.111478	0.000711	0	0	0	Mitochondrion
P30681	94.284	2.52	18319.717857	0.240539	0.114835	41.708187	38.961433	0.0625	0	0	1	0.058824	10	0.001672	0.004975	0.040816	0.032258	0.25	0.06	0.528302	0.038961	0.001548	0.0625	64	0	0	0	0	0	0	0	0.014105	0.030347	0.056069	0.566925	0.260857	0.048423	0	0	0	Nucleus_-_Chromatin
Q9CPQ1	26.296	4.282	18081.3264	0.280754	0.280203	43.911756	41.828264	0.142857	0	0.013889	0	0.029412	2	0.001515	0.014085	0.081633	0.082192	0.055556	0	0.9375	0.053333	-1	0.333333	17	0	0	0	0	0	0	0	0.024739	0.077367	0.439687	0.261596	0.150054	0.004886	1	0	0	Mitochondrion
Q8BH95	32.448	4.064	16488.912041	0.306904	0.256606	41.428456	37.081318	0.105263	0.125	0	0	0.014599	6	0.002041	0.01087	0.081633	0.11828	0	0.030303	0.243902	0.051282	0	0.111111	50	0	1	0	0	0	0	1	0.080109	0.124146	0.360496	0.217902	0.071246	0.056209	1	0	0	Mitochondrion
Q9R1Q9	26.512	4.932	17239.392143	0.239643	0.365849	37.844702	35.291843	0.069767	0	0	3	0.007463	10	0.005952	0.004444	0.163265	0.107527	0	0	0.2	0.012821	0	0.111111	56	0	0	0	0	0	0	0	0.143015	0.260256	0.191629	0.169926	0.047902	0.02104	0	0	0	Endoplasmic_reticulum
Q60930	19.916	3.927	16873.589694	0.410962	0.25259	38.415022	35.807192	0.090909	0.333333	0	2	0.021127	10	0.017241	0.003571	0.142857	0.096774	0.083333	0.1	0.323529	0.012821	0.000311	0	49	0	0	0	0	0	0	0	0.056218	0.13026	0.396922	0.267072	0.073804	0.006847	1	0	0	Mitochondrion
