,"Protein.Description","Peptides","PSMs","X113","X114","X115","X116","X117","X118","X119","X121","n113","n114","n115","n116","n117","n118","n119","n121","GOannotation","Training"
"sp|Q9Z1N5|DX39B_MOUSE","Spliceosome RNA helicase Ddx39b",2,2,17079.65712,20090.67263,5642.314675,21225.8733,19324.19335,50846.67169,63131.00966,87462.8818,0.0599700167,0.0705422811,0.0198112704,0.0745281927,0.0678510224,0.1785326093,0.2216653226,0.3070992847,"NUC",
"sp|Q9Z1P7|KANK3_MOUSE","KN motif and ankyrin repeat domain-containing protein 3",2,2,8515.60334,7806.404716,2137.92946,5925.873165,4887.483984,4404.723932,3129.887283,5213.850321,0.2026474881,0.1857705489,0.050876728,0.1410191696,0.116308418,0.104820082,0.0744825435,0.1240750219,"null",
"sp|Q9Z1Q5|CLIC1_MOUSE","Chloride intracellular channel protein 1",2,2,7445.500801,9244.69141,2902.199103,6554.803235,2925.824713,1394.481526,890.5076918,16921.77727,0.1542156968,0.1914816163,0.0601120957,0.1357670324,0.0606014436,0.0288833412,0.0184447316,0.3504940423,"PLM",
"sp|Q9Z204|HNRPC_MOUSE","Heterogeneous nuclear ribonucleoproteins C1/C2 (multiple isoforms)",2,2,1694.623045,1428.355217,378.4692119,1337.914689,1275.527067,3185.931785,10717.76901,2591.381445,0.0749502514,0.0631736851,0.0167390398,0.0591736567,0.0564143599,0.1409082621,0.4740284181,0.1146123271,"NUC",
"sp|Q9Z2I0|LETM1_MOUSE","LETM1 and EF-hand domain-containing protein 1, mitochondrial",2,2,13024.09283,16922.3699,8233.270183,23289.81842,21433.34864,18978.36895,10179.65519,6288.777478,0.1100475342,0.1429861645,0.0695673083,0.1967881465,0.1811018393,0.1603584014,0.0860133575,0.0531372483,"MIT",
"sp|Q9Z2U1|PSA5_MOUSE","Proteasome subunit alpha type-5",2,2,8770.850293,6100.700673,4797.462602,4600.741392,3004.058704,3156.874969,2319.410699,40955.33754,0.1189986881,0.0827713793,0.0650896705,0.0624206515,0.040757627,0.0428309648,0.0314686514,0.5556623674,"NUC-PSO",
"tr|B2RWW6|B2RWW6_MOUSE","GCN1 general control of amino-acid synthesis 1-like 1 (Yeast)",2,2,988.8435705,1405.816391,798.2353638,1646.500233,2147.87938,2132.339534,2021.09046,1040.150282,0.0811801432,0.1154119613,0.0655319639,0.1351711521,0.1763323956,0.1750566357,0.1659235271,0.0853922211,"null",
"tr|E9QMX3|E9QMX3_MOUSE","Uncharacterized protein",2,2,3195.813683,4506.677311,904.491733,3407.13108,2489.562686,3068.855135,1281.232934,1808.986595,0.1546654489,0.2181063536,0.0437740224,0.1648924218,0.1204855378,0.1485211292,0.0620068898,0.0875481963,"null",
"tr|Q3TDH6|Q3TDH6_MOUSE","Putative uncharacterized protein",2,2,1452.408499,2249.154308,795.4540046,5163.992674,16400.50286,12807.2449,1634.945577,379.5633754,0.0355257452,0.0550140563,0.0194567137,0.1263106683,0.4011544181,0.3132637407,0.0399905812,0.0092840766,"MIT",
"tr|Q3TF18|Q3TF18_MOUSE","Putative uncharacterized protein",2,2,119.2964049,798.2369352,0,103.1294499,1035.289177,7651.346178,2829.342287,683.0954994,0.0090241141,0.0603822148,0,0.0078011732,0.0783139075,0.5787820738,0.2140241153,0.0516724012,"NUC",
"tr|Q3TG52|Q3TG52_MOUSE","Putative uncharacterized protein",2,2,5535.752348,7205.82806,1722.078261,10082.31916,34174.95287,19665.81272,5144.251712,62419.08208,0.0379290813,0.0493718688,0.0117990911,0.0690806018,0.2341550859,0.1347434211,0.0352466529,0.427674197,"MIT-CYT",
"tr|Q3TIX6|Q3TIX6_MOUSE","Putative uncharacterized protein",2,2,9732.213095,8315.509095,4510.909293,11330.12568,12601.76221,21107.05755,67061.36532,17372.73459,0.0640143771,0.054695898,0.0296708514,0.0745247695,0.0828890562,0.1388332878,0.4411012673,0.1142704925,"null",
"tr|Q80UL3|Q80UL3_MOUSE","Galactokinase 1",2,2,2398.560331,3994.586064,733.0043643,2957.749029,2095.573555,2138.766899,1109.893034,29799.96005,0.0530325325,0.0883209035,0.0162068376,0.0653962794,0.046333449,0.0472884604,0.0245399032,0.6588816344,"null",
"tr|Q8K354|Q8K354_MOUSE","Carbonyl reductase 3",2,2,1419.17898,1285.936327,315.0822824,1142.029316,1391.066286,1592.720474,1241.434763,10181.42754,0.0764278345,0.0692522439,0.0169683013,0.0615023396,0.074913866,0.0857736611,0.0668556764,0.5483060772,"null",
"tr|Q9CX22|Q9CX22_MOUSE","Putative uncharacterized protein",2,2,97081.30254,131396.8762,17391.68694,118333.9118,42182.07123,14725.69665,81.5762219,86699.09016,0.1911454838,0.2587101616,0.0342428699,0.2329902075,0.0830531956,0.0289937438,0.0001606172,0.1707037205,"SKE",
"tr|Q9CZK9|Q9CZK9_MOUSE","Peptidyl-prolyl cis-trans isomerase",2,2,31709.06337,35201.31829,5531.192464,26780.64758,20484.10857,21636.97638,8681.475218,500023.3125,0.0487795651,0.0541518675,0.0085088973,0.041197948,0.0315116816,0.0332851932,0.0133551276,0.7692097198,"null",
"tr|Q9DAE2|Q9DAE2_MOUSE","Putative uncharacterized protein",2,2,8621.804683,8557.79104,5386.581461,14140.72094,12546.70724,26234.30004,57575.77548,13463.48998,0.0588409961,0.0584041239,0.0367616561,0.0965057938,0.0856271718,0.1790405144,0.3929358299,0.0918839141,"null",
"sp|A2A432|CUL4B_MOUSE","Cullin-4B (multiple isoforms)",1,1,424.905,718.544,209.341,560.272,715.675,955.627,450.301,3551.726,0.0560088453,0.0947148651,0.0275942803,0.0738522441,0.0943366879,0.1259659567,0.0593564186,0.468170702,"NUC",
"sp|A2A8Z1|OSBL9_MOUSE","Oxysterol-binding protein-related protein 9 (multiple isoforms)",1,1,2255.344,3995.936,2535.507,4307.562,4261.834,1466.681,684.6,4248.011,0.0949399665,0.1682111597,0.1067335846,0.1813292304,0.1794042847,0.0617407566,0.0288186197,0.1788223978,"null",
"sp|A2AGH6|MED12_MOUSE","Mediator of RNA polymerase II transcription subunit 12 (multiple isoforms)",1,1,3781.293,5205.708,970.863,6707.614,4803.737,1522.385,445.838,351.874,0.1589492374,0.2188254961,0.0408108902,0.281959142,0.2019283702,0.0639944947,0.0187411052,0.0147912642,"null",
"sp|A2APB8|TPX2_MOUSE","Targeting protein for Xklp2",1,1,2270.445,2097.404,1198.602,2422.458,2698.696,14038.607,8130.879,2631.783,0.0639762479,0.0591003254,0.0337740217,0.0682596467,0.0760434383,0.3955776957,0.2291106503,0.0741579741,"NUC-SKE",
"sp|A2AQP0|MYH7B_MOUSE","Myosin-7B",1,1,76718.5,91711.688,38300.387,104273.516,63501.004,21609.15,8796.709,0,0.1894700532,0.2264984118,0.0945896539,0.2575220921,0.1568270835,0.0533676597,0.0217250457,0,"null",
"sp|A2AR95|LRAD3_MOUSE","Low-density lipoprotein receptor class A domain-containing protein 3 (multiple isoforms)",1,1,5286.018,5749.484,2686.9,5984.03,6052.453,5478.819,2742.723,2351.03,0.1454942476,0.1582508513,0.0739551954,0.1647065792,0.1665898783,0.1508009712,0.0754916875,0.0647105895,"null",
"sp|A2ARI4|LGR4_MOUSE","Leucine-rich repeat-containing G-protein coupled receptor 4",1,1,11079.945,12371.818,4856.03,11977.362,8001.804,7069.772,3803.53,7077.409,0.167275585,0.1867791847,0.0733122104,0.1808240236,0.1208044305,0.1067334041,0.0574224607,0.106848701,"PLM",
"sp|A2ARZ3|FSIP2_MOUSE","Fibrous sheath-interacting protein 2",1,1,112401.695,109470.414,24307.266,89803.328,47250.844,21839.506,0,0,0.2774849973,0.2702485717,0.0600071168,0.2216966232,0.11664771,0.0539149811,0,0,"MIT",
"sp|A2ASQ1|AGRIN_MOUSE","Agrin (multiple isoforms)",1,1,2086.682,2849.931,1148.692,5301.797,4559.965,2772.611,876.55,0,0.1064838601,0.1454326312,0.0586180157,0.2705519144,0.2326960576,0.1414869739,0.0447305471,0,"PLM-ECM",
"sp|A2ATU0|DHTK1_MOUSE","Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",1,1,259.51,346.635,0,1329.231,5198.829,3569.538,587.666,100.508,0.022780187,0.0304281536,0,0.1166819421,0.4563612077,0.3133395371,0.0515862256,0.0088227469,"MIT",
"sp|A2BDX3|MOCS3_MOUSE","Adenylyltransferase and sulfurtransferase MOCS3",1,1,61396.777,52319.355,19599.68,51591.145,55410.926,224301.219,294217.188,111428.305,0.0705495517,0.0601189056,0.0225215183,0.0592821371,0.063671355,0.2577391063,0.3380778555,0.1280395705,"CYT",
"sp|A3KGS3|RGPA2_MOUSE","Ral GTPase-activating protein subunit alpha-2 (multiple isoforms)",1,1,0,3158.828,1295.471,8711.696,7541.558,5497.452,11364.718,4593.484,0,0.0749190639,0.0307251533,0.2066184387,0.1788658533,0.1303850535,0.2695411191,0.1089453181,"null",
"sp|A3KGW5|GT253_MOUSE","Glycosyltransferase 25 family member 3",1,1,1523.845,2004.351,291.707,2874.033,3213.713,3209.236,983.071,2187.148,0.0935614459,0.1230636828,0.017910305,0.1764606526,0.1973164167,0.1970415367,0.0603588581,0.1342871022,"ERT",
"sp|A4QPC6|BT2A2_MOUSE","Butyrophilin subfamily 2 member A2 (multiple isoforms)",1,1,23519.924,28196.445,9135.965,28549.451,47196.473,37937.414,15487.982,82950.586,0.0861616979,0.103293428,0.0334682313,0.1045866123,0.1728971679,0.1389780003,0.0567378885,0.3038769739,"null",
"sp|B1AY10|NFX1_MOUSE","Transcriptional repressor NF-X1 (multiple isoforms)",1,1,2591.905,3559.62,596.852,3907.171,3719.391,5735.035,3787.49,4136.518,0.0924558274,0.1269751832,0.021290304,0.1393726728,0.1326743736,0.2045743983,0.1351035326,0.1475537082,"NUC",
"sp|B1AZI6|THOC2_MOUSE","THO complex subunit 2",1,1,1484.756,2626.549,1107.631,2987.885,1560.922,2848.369,3320.249,2398.285,0.0809808927,0.143256052,0.0604119109,0.1629638772,0.0851351043,0.1553544584,0.1810915248,0.1308061797,"null",
"sp|B2RY56|RBM25_MOUSE","RNA-binding protein 25 (multiple isoforms)",1,1,2596.365,3558.782,1648.89,4668.42,6708.917,11800.232,19964.148,13848.228,0.0400710825,0.0549245762,0.0254481967,0.0720502098,0.1035422858,0.1821192592,0.3081173187,0.2137270711,"NUC",
"sp|B9EKX1|CF138_MOUSE","#N/A",1,1,110457.211,146177.491,15311.102,96272.336,47700.848,52728.43,18255.25,27565.48,0.2147017486,0.2841332191,0.02976103,0.1871298279,0.0927187586,0.1024911459,0.0354837322,0.0535805377,"null",
"sp|O08582|GTPB1_MOUSE","GTP-binding protein 1",1,1,4510.922,6519.841,1904.246,6907.103,6567.811,7775.701,7321.721,17647.021,0.0762567889,0.1102174098,0.0321911319,0.1167640441,0.111028339,0.1314476264,0.1237731294,0.2983215305,"null",
"sp|O08585|CLCA_MOUSE","Clathrin light chain A",1,1,3494.952,4269.948,3565.595,10054.874,10287.055,4747.659,4294.656,15852.963,0.0617835245,0.0754838512,0.0630323466,0.1777493807,0.1818538607,0.0839287939,0.0759206375,0.2802476049,"PLM-VES",
"sp|O08602|RAE1A_MOUSE","Retinoic acid early-inducible protein 1-alpha",1,1,44564.887,53818.576,7491.386,39064.283,18890.129,9261.58,2779.474,2529.62,0.2498032693,0.3016737422,0.0419920893,0.218970276,0.1058864119,0.051914705,0.0155800169,0.0141794895,"PLM",
"sp|O08688|CAN5_MOUSE","Calpain-5",1,1,77305.367,52402.504,12590.832,34359.793,20704.176,16165.663,21244.58,29422.721,0.2926065251,0.1983473489,0.0476572293,0.1300543549,0.0783668357,0.0611882287,0.0804123048,0.1113671726,"null",
"sp|O08712|TR11B_MOUSE","Tumor necrosis factor receptor superfamily member 11B",1,1,11349.086,7083.279,1555.896,7169.867,7328.755,11555.684,7502.013,3312.574,0.1996070011,0.1245802595,0.0273649997,0.1261031637,0.1288976757,0.2032406335,0.1319449264,0.0582613403,"ECM",
"sp|O08738|CASP6_MOUSE","Caspase-6",1,1,7493.463,7879.013,1810.176,4928.789,2713.105,2024.131,686.781,71453.672,0.0756998571,0.0795947292,0.0182866139,0.0497912144,0.0274081104,0.0204480128,0.0069379436,0.7218335185,"null",
"sp|O08784|TCOF_MOUSE","Treacle protein",1,1,8853.706,12897.233,4280.289,23772.729,16061.768,16384.209,12259.84,14233.243,0.0814186165,0.1186028616,0.0393615068,0.2186138444,0.1477039027,0.1506690678,0.1127414002,0.1308888,"NUC",
"sp|O08912|GALT1_MOUSE","Polypeptide N-acetylgalactosaminyltransferase 1",1,1,736.293,984.495,594.394,3257.056,2015.3,1503.66,437.842,0,0.0772683292,0.1033152343,0.0623771125,0.3418031617,0.2114903495,0.1577976375,0.0459481753,0,"GOL-ECM",
"sp|O09012|PEX5_MOUSE","Peroxisomal targeting signal 1 receptor (multiple isoforms)",1,1,2757.279,2628.424,483.412,2095.867,1683.018,1889.266,1035.975,5286.374,0.1543862508,0.1471713696,0.0270673248,0.1173523057,0.094235962,0.1057842512,0.0580065696,0.2959959663,"PER",
"sp|O09043|NAPSA_MOUSE","Napsin-A",1,1,38981.602,63175.597,40965.757,92171.193,43176.616,19663.344,14596.98,9349.006,0.1210307703,0.1961487157,0.12719121,0.2861747572,0.1340555243,0.0610510997,0.0453209628,0.0290269599,"ECM",
"sp|O09044|SNP23_MOUSE","Synaptosomal-associated protein 23",1,1,3146.894,5204.172,1248.359,6016.688,5465.069,4557.296,2340.456,2077.429,0.1046997602,0.173147097,0.0415339341,0.2001801748,0.1818273555,0.1516249987,0.0778689025,0.0691177772,"VES",
"sp|O09118|NET1_MOUSE","Netrin-1",1,1,3016.046,4091.595,3051.579,4583.58,3981.311,3451.284,3913.676,6606.618,0.0922459839,0.1251417274,0.0933327632,0.140189124,0.1217686833,0.1055577694,0.119700062,0.2020638868,"ECM",
"sp|O09172|GSH0_MOUSE","Glutamate--cysteine ligase regulatory subunit",1,1,1814.929,2274.592,618.725,2247.123,1673.174,3234.855,1213.146,3082.476,0.1123167742,0.1407629918,0.0382897601,0.1390630744,0.1035442743,0.200188811,0.0750754687,0.1907588455,"null",
"sp|O35083|PLCA_MOUSE","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha",1,1,980.049,1695.584,466.882,3684.26,2380.692,2403.117,521.215,0,0.0807834848,0.139763608,0.0384841523,0.3036862052,0.1962356943,0.1980841423,0.0429627131,0,"null","ERT"
"sp|O35114|SCRB2_MOUSE","Lysosome membrane protein 2",1,1,40596.293,48797.129,13780.483,42723.461,20564.119,10200.657,5783.906,5411.922,0.2161009884,0.2597554365,0.0733558603,0.2274242663,0.1094663112,0.0542998362,0.0307887177,0.0288085834,"LYS",
"sp|O35143|ATIF1_MOUSE","ATPase inhibitor, mitochondrial",1,1,17568.803,21807.816,10749.769,39530.867,134300.844,101219.963,36711.984,33564.523,0.0444268555,0.0551461981,0.0271833223,0.099963106,0.3396113094,0.2559585119,0.0928348965,0.0848758002,"PLM",
"sp|O35153|BET1L_MOUSE","BET1-like protein",1,1,7092.389,11712.551,5010.967,28744.969,21487.77,13570.942,5437.945,3235.55,0.0736541897,0.1216343961,0.0520387015,0.2985154084,0.2231496732,0.1409337159,0.0564728517,0.0336010635,"null",
"sp|O35166|GOSR2_MOUSE","Golgi SNAP receptor complex member 2",1,1,61338.801,61914.359,19210.365,79543.508,58488.29,51851.32,26808.367,25501.145,0.1594639789,0.1609602711,0.049941655,0.2067912003,0.1520534359,0.1347991429,0.0696943664,0.0662959494,"ERT-GOL",
"sp|O35326|SRSF5_MOUSE","Serine/arginine-rich splicing factor 5",1,1,44922.938,36917.691,20087.906,40228.547,44748.559,54168.68,53648.906,271398.647,0.0793520619,0.0652115608,0.0354833595,0.0710598704,0.0790440381,0.0956837785,0.0947656476,0.4793996831,"NUC",
"sp|O35387|HAX1_MOUSE","HCLS1-associated protein X-1",1,1,2119.037,1912.264,966.106,2227.163,4291.643,3542.544,1282.958,1114.538,0.121391286,0.109546075,0.0553444087,0.1275853988,0.245851329,0.2029383969,0.0734956121,0.0638474935,"ERT-MIT-VES-SKE",
"sp|O35566|CD151_MOUSE","CD151 antigen",1,1,22651.367,15654.554,2738.3,11019.754,5707.453,4239.034,0,1997.876,0.3538815053,0.2445705433,0.042780364,0.1721612269,0.0891673363,0.0662262782,0,0.0312127461,"null",
"sp|O35593|PSDE_MOUSE","26S proteasome non-ATPase regulatory subunit 14",1,1,1024.538,1005.929,321.561,917.407,534.298,808.636,839.241,4974.147,0.0982698906,0.0964849843,0.0308429402,0.0879942819,0.0512478854,0.0775613704,0.0804968886,0.4771017587,"PSO",
"sp|O35604|NPC1_MOUSE","Niemann-Pick C1 protein",1,1,28433.441,43981.287,6342.149,49453.222,16038.91,4530.386,1190.477,2208.478,0.1868428788,0.2890114593,0.041675764,0.3249688408,0.1053954784,0.02977024,0.0078229065,0.0145124323,"PLM-ERT-GOL-NUC-LYS-END-VES",
"sp|O35632|HYAL2_MOUSE","Hyaluronidase-2",1,1,1716.562,2179.568,231.882,1808.509,1197.35,711.731,0,411.296,0.2078942964,0.2639693502,0.0280834279,0.2190300764,0.1450120857,0.086198352,0,0.0498124114,"PLM",
"sp|O35658|C1QBP_MOUSE","Complement component 1 Q subcomponent-binding protein, mitochondrial",1,1,135.927,214.758,0,952.377,3096.552,2031.19,201.28,0,0.0204953677,0.0323816767,0,0.1436014683,0.4669048221,0.3062672306,0.0303494347,0,"MIT",
"sp|O35737|HNRH1_MOUSE","Heterogeneous nuclear ribonucleoprotein H",1,1,5979.102,5094.987,2564.627,5013.549,4684.041,7524.998,20793.779,19686.861,0.0838090703,0.0714164307,0.0359483756,0.0702749143,0.0656562008,0.1054778939,0.2914663918,0.2759507226,"NUC",
"sp|O35943|FRDA_MOUSE","Frataxin, mitochondrial",1,1,969.265,827.466,217.738,1206.37,1328.87,1294.682,639.592,297.131,0.1429359542,0.1220250832,0.0321094735,0.1779014481,0.1959663265,0.190924677,0.0943196059,0.0438174318,"MIT",
"sp|O35972|RM23_MOUSE","39S ribosomal protein L23, mitochondrial",1,1,924.285,1625.911,414.076,5450.474,20013.771,15205.963,1816.488,189.351,0.0202515017,0.0356244443,0.0090725922,0.1194223467,0.4385107606,0.3331695162,0.0398000724,0.0041487659,"MIT-RIB",
"sp|O54782|MA2B2_MOUSE","Epididymis-specific alpha-mannosidase",1,1,5182.664,4892.378,2312.126,5829.944,2486.6,1161.185,631.133,772.143,0.2227361813,0.2102605134,0.0993686096,0.2505544376,0.1068670067,0.0499044338,0.0271243041,0.0331845135,"ECM",
"sp|O54825|BYST_MOUSE","Bystin",1,1,13545.352,21339.865,7984.842,25978.215,25839.371,49736.57,21508.711,160510.417,0.0414937302,0.0653708077,0.0244601159,0.079579552,0.0791542286,0.1523589654,0.0658880368,0.4916945634,"NUC",
"sp|O54879|HMGB3_MOUSE","High mobility group protein B3",1,1,0,616.711,512.565,724.969,645.088,4320.579,1297.021,808.066,0,0.0690992795,0.0574302585,0.0812290287,0.0722787756,0.4840985416,0.1453244981,0.090539618,"NUC",
"sp|O54931|AKAP2_MOUSE","A-kinase anchor protein 2 (multiple isoforms)",1,1,2766.745,2507.736,995.011,2030,1318.536,1753.46,653.008,1100.733,0.2107959412,0.1910622664,0.0758090392,0.1546639681,0.100458133,0.1335946215,0.0497521224,0.0838639082,"null",
"sp|O54946|DNJB6_MOUSE","DnaJ homolog subfamily B member 6 (multiple isoforms)",1,1,3070.879,2836.845,1548.711,3543.754,2882.001,7138.953,8488.859,4775.883,0.0895668582,0.0827409005,0.0451705126,0.103358977,0.084057944,0.2082184257,0.247590488,0.1392958939,"NUC",
"sp|O55100|SNG1_MOUSE","Synaptogyrin-1 (multiple isoforms)",1,1,40272.707,67241.437,39847.152,76496.398,30422.043,13469.264,6003.01,7049.191,0.1434207073,0.2394627819,0.1419052045,0.2724219037,0.1083401452,0.0479672591,0.0213781492,0.0251038491,"MEL",
"sp|O55102|BL1S1_MOUSE","Biogenesis of lysosome-related organelles complex 1 subunit 1",1,1,2920.237,6501.543,3609.045,11077.271,5060.658,2110.235,2335.949,918.245,0.0845632156,0.1882694393,0.1045094801,0.3207717922,0.1465447885,0.0611074571,0.0676436053,0.0265902219,"MIT",
"sp|O55126|NIPS2_MOUSE","Protein NipSnap homolog 2",1,1,2547.871,3002.573,1385.422,5009.207,15133.731,9709.344,3367.685,1412.075,0.061294184,0.0722329591,0.033329125,0.1205065937,0.3640724715,0.2335778842,0.0810164659,0.0339703167,"MIT",
"sp|O55142|RL35A_MOUSE","60S ribosomal protein L35a",1,1,28785.916,44815.918,19857.883,120003.328,157027.562,136142.344,355732.969,110329.32,0.0295939723,0.0460739563,0.0204153184,0.12337197,0.1614355201,0.1399640282,0.365718834,0.1134264006,"MIT-RIB",
"sp|O55236|MCE1_MOUSE","mRNA-capping enzyme",1,1,1273.703,1141.985,388.641,713.462,797.984,927.98,1309.749,1447.941,0.1591841224,0.1427223458,0.0485713518,0.0891666443,0.0997299863,0.1159765517,0.1636890587,0.1809599391,"NUC",
"sp|O70251|EF1B_MOUSE","Elongation factor 1-beta",1,1,7911.538,8330.557,0,9809.77,7739.7,30329.121,6330.408,29846.246,0.0788808357,0.0830586035,0,0.097806881,0.07716755,0.3023920774,0.0631164097,0.2975776426,"COM",
"sp|O70281|TPST1_MOUSE","Protein-tyrosine sulfotransferase 1",1,1,6074.989,7265.237,5762.971,12720.307,9036.57,10071.657,6145.351,9978.531,0.0905962786,0.1083464407,0.0859431559,0.1896978706,0.1347623203,0.1501985673,0.0916455868,0.1488097797,"GOL",
"sp|O70309|ITB5_MOUSE","Isoform Beta-5B of Integrin beta-5",1,1,2072.723,1876.927,395.088,1429.265,1146.551,203.045,0,0,0.2909657043,0.2634801594,0.0554618529,0.2006380483,0.1609510867,0.0285031485,0,0,"PLM",
"sp|O70310|NMT1_MOUSE","Glycylpeptide N-tetradecanoyltransferase 1",1,1,1175.645,1127.005,503.218,1194.436,1072.194,1505.829,2489.819,1388.989,0.1124251528,0.1077737832,0.048121976,0.1142221077,0.1025322902,0.1440001492,0.2380976243,0.1328269167,"null",
"sp|O70496|CLCN7_MOUSE","H(+)/Cl(-) exchange transporter 7",1,1,5160.562,6312.135,3508.798,6731.232,3851.129,2562.283,1916.627,9531.815,0.1304009258,0.1594997304,0.0886629223,0.1700897857,0.0973131971,0.064745676,0.0484307591,0.2408570036,"LYS",
"sp|O70551|SRPK1_MOUSE","Serine/threonine-protein kinase SRPK1",1,1,6640.292,7117.583,1916.454,7869.361,6365.149,9639.533,18746.523,9874.313,0.0974089651,0.104410528,0.0281131915,0.115438645,0.0933727879,0.1414059703,0.274999865,0.1448500473,"NUC",
"sp|O70579|PM34_MOUSE","Peroxisomal membrane protein PMP34",1,1,1032.908,1175.934,271.809,1868.747,1864.277,2067.72,560.206,3469.88,0.0838979486,0.0955152349,0.022077685,0.1517889684,0.1514258926,0.1679505496,0.0455027303,0.2818409905,"MIT-PER",
"sp|O70591|PFD2_MOUSE","Prefoldin subunit 2",1,1,1364.434,1953.898,0,1479.804,1022.483,1311.175,1129.281,21478.131,0.0458799741,0.0657010816,0,0.0497593648,0.0343816509,0.0440891058,0.0379728026,0.7222160202,"null",
"sp|O88271|CFDP1_MOUSE","Craniofacial development protein 1",1,1,4267.933,4564.496,1689.261,3855.614,4344.909,4583.147,3448.9,118351.928,0.029412481,0.0314562464,0.0116415504,0.0265709826,0.0299429615,0.0315847798,0.0237681111,0.8156228872,"ECM",
"sp|O88329|MYO1A_MOUSE","Myosin-Ia",1,1,27630.621,57293.348,12292.136,114137.609,67447.602,61716.445,10033.571,0,0.0788204707,0.1634378271,0.0350651527,0.3255945666,0.1924043524,0.1760553715,0.028622259,0,"PLM-SKE",
"sp|O88441|MTX2_MOUSE","Metaxin-2",1,1,2915.096,3070.676,1511.23,4869.287,16709.324,12505.41,4022.663,1171.586,0.0623213052,0.0656474216,0.0323083103,0.1040995978,0.3572255871,0.2673508772,0.0859997778,0.0250471232,"MIT",
"sp|O88545|CSN6_MOUSE","COP9 signalosome complex subunit 6",1,1,1879.63,1694.637,609.596,1602.967,1021.009,1347.001,1052.46,17694.363,0.0698704017,0.0629937636,0.0226601605,0.0595861676,0.0379533786,0.0500712911,0.0391224884,0.6577423485,"null",
"sp|O88735|MAP7_MOUSE","Ensconsin (multiple isoforms)",1,1,1766.876,2112.856,399.357,2462.135,2161.737,4047.453,2341.478,3857.897,0.0922660819,0.1103331217,0.0208543812,0.1285724349,0.1128856824,0.2113575768,0.1222717389,0.2014589821,"PLM-SKE",
"sp|O88792|JAM1_MOUSE","Junctional adhesion molecule A",1,1,62186.645,46925.523,6945.429,32986.055,17348.74,12375.312,3337.829,2718.521,0.3364640243,0.253892943,0.0375785989,0.1784727382,0.0938662454,0.0669572587,0.0180594946,0.014708697,"PLM",
"sp|O88811|STAM2_MOUSE","Signal transducing adapter molecule 2 (multiple isoforms)",1,1,943.693,923.952,553.008,1004.475,1180.717,492.02,417.903,686.987,0.1521409438,0.1489583258,0.0891552222,0.1619401379,0.1903536412,0.079322817,0.0673737718,0.1107551403,"END",
"sp|O88824|JTB_MOUSE","Protein JTB",1,1,3602.193,4412.983,1311.806,4425.54,3135.619,1587.24,793.084,921.509,0.17841494,0.2185729907,0.0649731396,0.2191949331,0.1553057473,0.0786152573,0.0392810808,0.0456419112,"null",
"sp|O89001|CBPD_MOUSE","Carboxypeptidase D",1,1,2152.436,2452.659,749.554,1940.104,1407.704,1440.765,772.016,2850.815,0.1563582532,0.1781671914,0.0544494489,0.1409339336,0.1022590862,0.1046607187,0.056081144,0.207090224,"null",
"sp|P00375|DYR_MOUSE","Dihydrofolate reductase",1,1,8603.788,10763.963,2124.845,7002.855,5381.772,6243.477,2570.536,66162.695,0.0790397547,0.0988844675,0.0195201494,0.0643325871,0.0494403091,0.0573564679,0.0236145445,0.6078117197,"null",
"sp|P00920|CAH2_MOUSE","Carbonic anhydrase 2",1,1,1645.295,1670.356,562.338,1265.525,1049.943,727.4,360.08,19294.152,0.0619111755,0.0628542015,0.0211603431,0.0476207248,0.0395085413,0.0273714982,0.0135495313,0.7260239843,"CYT",
"sp|P02463|CO4A1_MOUSE","Collagen alpha-1(IV) chain",1,1,2255.195,3836.384,1597.088,3702.717,3041.717,2845.821,2360.842,3212.129,0.0986874479,0.167880359,0.0698886521,0.1620310843,0.1331056906,0.1245332717,0.103310566,0.1405629284,"null",
"sp|P05132|KAPCA_MOUSE","cAMP-dependent protein kinase catalytic subunit alpha (multiple isoforms)",1,1,5930.757,5578.799,804.538,3770.057,3145.696,1644.54,290.734,4211.056,0.2337135732,0.2198439505,0.0317044604,0.1485667837,0.1239625654,0.0648064521,0.0114569661,0.1659452486,"PLM-MIT-NUC-CYT",
"sp|P07742|RIR1_MOUSE","Ribonucleoside-diphosphate reductase large subunit",1,1,40567.492,37578.773,22619.414,39728.45,41566.098,40029.688,63742.641,95630.921,0.1063469885,0.0985121126,0.0592964081,0.1041474542,0.1089648171,0.1049371445,0.1671002464,0.2506948286,"null",
"sp|P08556|RASN_MOUSE","GTPase NRas",1,1,105526.633,93897.758,23162.775,58592.812,33004.969,26474.641,10757.296,15118.558,0.2879029445,0.2561764764,0.0631938207,0.1598557882,0.0900457779,0.0722294162,0.0293485834,0.0412471927,"PLM-GOL",
"sp|P09041|PGK2_MOUSE","Phosphoglycerate kinase 2",1,1,12553.396,16060.88,8169.249,23338.939,0,6682.765,0,617278.25,0.0183506785,0.0234779533,0.011941889,0.034117092,0,0.009768932,0,0.9023434551,"null",
"sp|P10493|NID1_MOUSE","Nidogen-1",1,1,19517.121,24677.955,19009.334,33300.773,30354.348,27682.672,17323.191,7399.167,0.1088732814,0.1376622064,0.1060406691,0.1857632809,0.1693270986,0.1544235617,0.0966347777,0.0412751241,"ECM",
